ID,scenario,scheme,message_label,msg_length,BER,state,total_frames,retransmission,time(ms),efficiency_bits,efficiency_frames,throughput
3494,KB2,HARQ,Default,200,0.0008,1,25,0,1.9529,0.444444,1,819.294
3495,KB2,HARQ,Default,200,0.0008,1,25,0,1.9426,0.444444,1,823.638
3496,KB2,HARQ,Default,200,0.0008,1,25,0,1.9499,0.444444,1,820.555
3497,KB2,HARQ,Default,200,0.0008,1,25,0,1.9644,0.444444,1,814.498
3498,KB2,HARQ,Default,200,0.0008,1,25,0,1.9595,0.444444,1,816.535
3499,KB2,HARQ,Default,200,0.0008,1,25,0,1.9842,0.444444,1,806.37
3500,KB2,HARQ,Default,200,0.0008,1,25,0,1.9467,0.444444,1,821.904
3501,KB2,HARQ,Default,200,0.0008,1,25,0,2.3063,0.444444,1,693.752
3502,KB2,HARQ,Default,200,0.0008,1,25,0,1.9299,0.444444,1,829.059
3503,KB2,HARQ,Default,200,0.0008,1,25,0,1.9652,0.444444,1,814.166
3504,KB2,HARQ,Default,200,0.0008,1,25,0,1.9695,0.444444,1,812.389
3505,KB2,HARQ,Default,200,0.0008,1,25,0,1.966,0.444444,1,813.835
3506,KB2,HARQ,Default,200,0.0008,1,25,0,1.9406,0.444444,1,824.487
3507,KB2,HARQ,Default,200,0.0008,1,25,0,1.9272,0.444444,1,830.22
3508,KB2,HARQ,Default,200,0.0008,1,25,0,2.0139,0.444444,1,794.478
3509,KB2,HARQ,Default,200,0.0008,1,25,0,1.9737,0.444444,1,810.66
3510,KB2,HARQ,Default,200,0.0008,1,25,1,2.0209,0.42735,0.961538,791.726
3511,KB2,HARQ,Default,200,0.0008,1,25,0,1.9451,0.444444,1,822.58
3512,KB2,HARQ,Default,200,0.0008,1,25,0,1.9441,0.444444,1,823.003
3513,KB2,HARQ,Default,200,0.0008,1,25,0,1.9586,0.444444,1,816.91
3514,KB2,HARQ,Default,200,0.0008,1,25,0,1.9613,0.444444,1,815.785
3515,KB2,HARQ,Default,200,0.0008,1,25,0,1.9218,0.444444,1,832.553
3516,KB2,HARQ,Default,200,0.0008,1,25,0,1.9747,0.444444,1,810.25
3517,KB2,HARQ,Default,200,0.0008,1,25,0,1.9555,0.444444,1,818.205
3518,KB2,HARQ,Default,200,0.0008,1,25,0,1.9586,0.444444,1,816.91
3519,KB2,HARQ,Default,200,0.0008,1,25,0,2.014,0.444444,1,794.439
3520,KB2,HARQ,Default,200,0.0008,1,25,0,1.944,0.444444,1,823.045
3521,KB2,HARQ,Default,200,0.0008,1,25,0,1.9328,0.444444,1,827.815
3522,KB2,HARQ,Default,200,0.0008,1,25,0,1.9487,0.444444,1,821.06
3523,KB2,HARQ,Default,200,0.0008,1,25,0,1.9596,0.444444,1,816.493
3524,KB2,HARQ,Default,200,0.0008,1,25,0,2.2435,0.444444,1,713.171
3525,KB2,HARQ,Default,200,0.0008,1,25,0,1.9328,0.444444,1,827.815
3526,KB2,HARQ,Default,200,0.0008,1,25,0,1.9694,0.444444,1,812.43
3527,KB2,HARQ,Default,200,0.0008,1,25,0,1.9616,0.444444,1,815.661
3528,KB2,HARQ,Default,200,0.0008,1,25,0,1.9739,0.444444,1,810.578
3529,KB2,HARQ,Default,200,0.0008,1,25,0,1.9268,0.444444,1,830.392
3530,KB2,HARQ,Default,200,0.0008,1,25,0,1.9636,0.444444,1,814.83
3531,KB2,HARQ,Default,200,0.0008,1,25,0,2.0134,0.444444,1,794.676
3532,KB2,HARQ,Default,200,0.0008,1,25,0,1.9493,0.444444,1,820.807
3533,KB2,HARQ,Default,200,0.0008,1,25,0,1.9985,0.444444,1,800.6
3534,KB2,HARQ,Default,200,0.0008,1,25,0,1.8919,0.444444,1,845.711
3535,KB2,HARQ,Default,200,0.0008,1,25,0,1.8885,0.444444,1,847.233
3536,KB2,HARQ,Default,200,0.0008,1,25,0,1.925,0.444444,1,831.169
3537,KB2,HARQ,Default,200,0.0008,1,25,0,1.9405,0.444444,1,824.53
3538,KB2,HARQ,Default,200,0.0008,1,25,0,2.071,0.444444,1,772.574
3539,KB2,HARQ,Default,200,0.0008,1,25,0,2.1449,0.444444,1,745.956
3540,KB2,HARQ,Default,200,0.0008,1,25,0,2.3158,0.444444,1,690.906
3541,KB2,HARQ,Default,200,0.0008,1,25,0,1.9154,0.444444,1,835.335
3542,KB2,HARQ,Default,200,0.0008,1,25,0,1.9195,0.444444,1,833.55
3543,KB2,HARQ,Default,200,0.0008,1,25,0,1.9299,0.444444,1,829.059
3544,KB2,HARQ,Default,200,0.0008,1,25,0,1.9115,0.444444,1,837.039
3545,KB2,HARQ,Default,200,0.0008,1,25,0,1.8965,0.444444,1,843.659
3546,KB2,HARQ,Default,200,0.0008,1,25,0,1.8891,0.444444,1,846.964
3547,KB2,HARQ,Default,200,0.0008,1,25,0,2.0379,0.444444,1,785.122
3548,KB2,HARQ,Default,200,0.0008,1,25,0,2.4395,0.444444,1,655.872
3549,KB2,HARQ,Default,200,0.0008,1,25,0,1.8989,0.444444,1,842.593
3550,KB2,HARQ,Default,200,0.0008,1,25,0,1.918,0.444444,1,834.202
3551,KB2,HARQ,Default,200,0.0008,1,25,0,1.9212,0.444444,1,832.813
3552,KB2,HARQ,Default,200,0.0008,1,25,0,1.9409,0.444444,1,824.36
3553,KB2,HARQ,Default,200,0.0008,1,25,0,1.9122,0.444444,1,836.733
3554,KB2,HARQ,Default,200,0.0008,1,25,0,2.0289,0.444444,1,788.605
3555,KB2,HARQ,Default,200,0.0008,1,25,0,2.1382,0.444444,1,748.293
3556,KB2,HARQ,Default,200,0.0008,1,25,0,1.9046,0.444444,1,840.071
3557,KB2,HARQ,Default,200,0.0008,1,25,0,2.021,0.444444,1,791.687
3558,KB2,HARQ,Default,200,0.0008,1,25,0,1.9122,0.444444,1,836.733
3559,KB2,HARQ,Default,200,0.0008,1,25,0,1.8926,0.444444,1,845.398
3560,KB2,HARQ,Default,200,0.0008,1,25,0,1.8817,0.444444,1,850.295
3561,KB2,HARQ,Default,200,0.0008,1,25,0,1.8959,0.444444,1,843.926
3562,KB2,HARQ,Default,200,0.0008,1,25,0,1.9824,0.444444,1,807.103
3563,KB2,HARQ,Default,200,0.0008,1,25,0,1.925,0.444444,1,831.169
3564,KB2,HARQ,Default,200,0.0008,1,25,0,1.9027,0.444444,1,840.91
3565,KB2,HARQ,Default,200,0.0008,1,25,0,1.9052,0.444444,1,839.807
3566,KB2,HARQ,Default,200,0.0008,1,25,0,1.8862,0.444444,1,848.266
3567,KB2,HARQ,Default,200,0.0008,1,25,0,1.9208,0.444444,1,832.986
3568,KB2,HARQ,Default,200,0.0008,1,25,0,1.9314,0.444444,1,828.415
3569,KB2,HARQ,Default,200,0.0008,1,25,0,1.8965,0.444444,1,843.659
3570,KB2,HARQ,Default,200,0.0008,1,25,0,2.015,0.444444,1,794.045
3571,KB2,HARQ,Default,200,0.0008,1,25,0,1.9075,0.444444,1,838.794
3572,KB2,HARQ,Default,200,0.0008,1,25,0,1.9539,0.444444,1,818.875
3573,KB2,HARQ,Default,200,0.0008,1,25,0,1.8955,0.444444,1,844.104
3574,KB2,HARQ,Default,200,0.0008,1,25,0,1.8997,0.444444,1,842.238
3575,KB2,HARQ,Default,200,0.0008,1,25,0,1.8907,0.444444,1,846.247
3576,KB2,HARQ,Default,200,0.0008,1,25,0,1.902,0.444444,1,841.22
3577,KB2,HARQ,Default,200,0.0008,1,25,0,1.9217,0.444444,1,832.596
3578,KB2,HARQ,Default,200,0.0008,1,25,0,1.9332,0.444444,1,827.643
3579,KB2,HARQ,Default,200,0.0008,1,25,0,1.8812,0.444444,1,850.521
3580,KB2,HARQ,Default,200,0.0008,1,25,0,1.9068,0.444444,1,839.102
3581,KB2,HARQ,Default,200,0.0008,1,25,0,1.8865,0.444444,1,848.131
3582,KB2,HARQ,Default,200,0.0008,1,25,0,1.9741,0.444444,1,810.496
3583,KB2,HARQ,Default,200,0.0008,1,25,0,1.9306,0.444444,1,828.758
3584,KB2,HARQ,Default,200,0.0008,1,25,0,1.9382,0.444444,1,825.508
3585,KB2,HARQ,Default,200,0.0008,1,25,0,1.9589,0.444444,1,816.785
3586,KB2,HARQ,Default,200,0.0008,1,25,0,1.9818,0.444444,1,807.347
3587,KB2,HARQ,Default,200,0.0008,1,25,0,1.9725,0.444444,1,811.153
3588,KB2,HARQ,Default,200,0.0008,1,25,0,1.9833,0.444444,1,806.736
3589,KB2,HARQ,Default,200,0.0008,1,25,0,1.9303,0.444444,1,828.887
3590,KB2,HARQ,Default,200,0.0008,1,25,0,1.9271,0.444444,1,830.263
3591,KB2,HARQ,Default,200,0.0008,1,25,0,1.9546,0.444444,1,818.582
3592,KB2,HARQ,Default,200,0.0008,1,25,0,1.9787,0.444444,1,808.612
3593,KB2,HARQ,Default,200,0.0008,1,25,0,1.9388,0.444444,1,825.253
3594,KB2,HARQ,Default,200,0.0008,1,25,1,2.1713,0.42735,0.961538,736.886
3595,KB2,HARQ,Default,200,0.0008,1,25,0,1.934,0.444444,1,827.301
3596,KB2,HARQ,Default,200,0.0008,1,25,0,1.9628,0.444444,1,815.162
3597,KB2,HARQ,Default,200,0.0008,1,25,0,1.9798,0.444444,1,808.162
3598,KB2,HARQ,Default,200,0.0008,1,25,0,2.1171,0.444444,1,755.751
3599,KB2,HARQ,Default,200,0.0008,1,25,0,1.952,0.444444,1,819.672
3600,KB2,HARQ,Default,200,0.0008,1,25,0,1.9676,0.444444,1,813.173
3601,KB2,HARQ,Default,200,0.0008,1,25,0,1.9517,0.444444,1,819.798
3602,KB2,HARQ,Default,200,0.0008,1,25,0,1.9727,0.444444,1,811.071
3603,KB2,HARQ,Default,200,0.0008,1,25,0,1.9347,0.444444,1,827.002
3604,KB2,HARQ,Default,200,0.0008,1,25,0,1.9308,0.444444,1,828.672
3605,KB2,HARQ,Default,200,0.0008,1,25,0,2.0069,0.444444,1,797.249
3606,KB2,HARQ,Default,200,0.0008,1,25,0,1.9689,0.444444,1,812.636
3607,KB2,HARQ,Default,200,0.0008,1,25,0,2.0301,0.444444,1,788.139
3608,KB2,HARQ,Default,200,0.0008,1,25,0,1.9314,0.444444,1,828.415
3609,KB2,HARQ,Default,200,0.0008,1,25,0,2.0278,0.444444,1,789.032
3610,KB2,HARQ,Default,200,0.0008,1,25,0,2.1077,0.444444,1,759.121
3611,KB2,HARQ,Default,200,0.0008,1,25,0,1.9619,0.444444,1,815.536
3612,KB2,HARQ,Default,200,0.0008,1,25,0,1.949,0.444444,1,820.934
3613,KB2,HARQ,Default,200,0.0008,1,25,0,1.9452,0.444444,1,822.538
3614,KB2,HARQ,Default,200,0.0008,1,25,0,1.9548,0.444444,1,818.498
3615,KB2,HARQ,Default,200,0.0008,1,25,0,1.9364,0.444444,1,826.276
3616,KB2,HARQ,Default,200,0.0008,1,25,0,1.9433,0.444444,1,823.342
3617,KB2,HARQ,Default,200,0.0008,1,25,0,1.9808,0.444444,1,807.754
3618,KB2,HARQ,Default,200,0.0008,1,25,0,1.9364,0.444444,1,826.276
3619,KB2,HARQ,Default,200,0.0008,1,25,0,1.9325,0.444444,1,827.943
3620,KB2,HARQ,Default,200,0.0008,1,25,0,1.9621,0.444444,1,815.453
3621,KB2,HARQ,Default,200,0.0008,1,25,0,1.9907,0.444444,1,803.737
3622,KB2,HARQ,Default,200,0.0008,1,25,0,1.9733,0.444444,1,810.825
3623,KB2,HARQ,Default,200,0.0008,1,25,0,1.9489,0.444444,1,820.976
3624,KB2,HARQ,Default,200,0.0008,1,25,0,1.9235,0.444444,1,831.817
3625,KB2,HARQ,Default,200,0.0008,1,25,0,2.0046,0.444444,1,798.164
3626,KB2,HARQ,Default,200,0.0008,1,25,0,1.9743,0.444444,1,810.414
3627,KB2,HARQ,Default,200,0.0008,1,25,0,1.9688,0.444444,1,812.678
3628,KB2,HARQ,Default,200,0.0008,1,25,0,1.9349,0.444444,1,826.916
3629,KB2,HARQ,Default,200,0.0008,1,25,0,1.9366,0.444444,1,826.19
3630,KB2,HARQ,Default,200,0.0008,1,25,0,1.99,0.444444,1,804.02
3631,KB2,HARQ,Default,200,0.0008,1,25,0,2.0347,0.444444,1,786.357
3632,KB2,HARQ,Default,200,0.0008,1,25,0,1.9649,0.444444,1,814.291
3633,KB2,HARQ,Default,200,0.0008,1,25,0,2.0126,0.444444,1,794.992
3634,KB2,HARQ,Default,200,0.0008,1,25,0,1.9689,0.444444,1,812.636
3635,KB2,HARQ,Default,200,0.0008,1,25,0,2.0961,0.444444,1,763.322
3636,KB2,HARQ,Default,200,0.0008,1,25,0,1.9931,0.444444,1,802.77
3637,KB2,HARQ,Default,200,0.0008,1,25,0,1.9503,0.444444,1,820.387
3638,KB2,HARQ,Default,200,0.0008,1,25,0,1.9472,0.444444,1,821.693
3639,KB2,HARQ,Default,200,0.0008,1,25,1,1.9991,0.42735,0.961538,800.36
3640,KB2,HARQ,Default,200,0.0008,1,25,0,2.0456,0.444444,1,782.167
3641,KB2,HARQ,Default,200,0.0008,1,25,0,1.936,0.444444,1,826.446
3642,KB2,HARQ,Default,200,0.0008,1,25,0,1.9432,0.444444,1,823.384
3643,KB2,HARQ,Default,200,0.0008,1,25,0,1.9499,0.444444,1,820.555
3644,KB2,HARQ,Default,200,0.0008,1,25,0,1.9457,0.444444,1,822.326
3645,KB2,HARQ,Default,200,0.0008,1,25,0,1.9442,0.444444,1,822.961
3646,KB2,HARQ,Default,200,0.0008,1,25,0,1.9866,0.444444,1,805.396
3647,KB2,HARQ,Default,200,0.0008,1,25,0,1.958,0.444444,1,817.16
3648,KB2,HARQ,Default,200,0.0008,1,25,0,2.0294,0.444444,1,788.41
3649,KB2,HARQ,Default,200,0.0008,1,25,0,1.9427,0.444444,1,823.596
3650,KB2,HARQ,Default,200,0.0008,1,25,0,1.9486,0.444444,1,821.102
3651,KB2,HARQ,Default,200,0.0008,1,25,0,1.9787,0.444444,1,808.612
3652,KB2,HARQ,Default,200,0.0008,1,25,0,1.9647,0.444444,1,814.374
3653,KB2,HARQ,Default,200,0.0008,1,25,0,1.9352,0.444444,1,826.788
3654,KB2,HARQ,Default,200,0.0008,1,25,0,1.9935,0.444444,1,802.608
3655,KB2,HARQ,Default,200,0.0008,1,25,0,2.1479,0.444444,1,744.914
3656,KB2,HARQ,Default,200,0.0008,1,25,0,2.4424,0.444444,1,655.093
3657,KB2,HARQ,Default,200,0.0008,1,25,0,2.0246,0.444444,1,790.28
3658,KB2,HARQ,Default,200,0.0008,1,25,0,1.953,0.444444,1,819.252
3659,KB2,HARQ,Default,200,0.0008,1,25,0,1.9402,0.444444,1,824.657
3660,KB2,HARQ,Default,200,0.0008,1,25,0,1.984,0.444444,1,806.452
3661,KB2,HARQ,Default,200,0.0008,1,25,0,1.9579,0.444444,1,817.202
3662,KB2,HARQ,Default,200,0.0008,1,25,0,1.9454,0.444444,1,822.453
3663,KB2,HARQ,Default,200,0.0008,1,25,0,1.9668,0.444444,1,813.504
3664,KB2,HARQ,Default,200,0.0008,1,25,0,1.9314,0.444444,1,828.415
3665,KB2,HARQ,Default,200,0.0008,1,25,0,1.9757,0.444444,1,809.84
3666,KB2,HARQ,Default,200,0.0008,1,25,0,2.0002,0.444444,1,799.92
3667,KB2,HARQ,Default,200,0.0008,1,25,0,1.9376,0.444444,1,825.764
3668,KB2,HARQ,Default,200,0.0008,1,25,0,1.9581,0.444444,1,817.119
3669,KB2,HARQ,Default,200,0.0008,1,25,0,1.9572,0.444444,1,817.494
3670,KB2,HARQ,Default,200,0.0008,1,25,0,1.9571,0.444444,1,817.536
3671,KB2,HARQ,Default,200,0.0008,1,25,0,1.9373,0.444444,1,825.892
3672,KB2,HARQ,Default,200,0.0008,1,25,0,1.9335,0.444444,1,827.515
3673,KB2,HARQ,Default,200,0.0008,1,25,0,1.9392,0.444444,1,825.083
3674,KB2,HARQ,Default,200,0.0008,1,25,0,1.9565,0.444444,1,817.787
3675,KB2,HARQ,Default,200,0.0008,1,25,0,1.9992,0.444444,1,800.32
3676,KB2,HARQ,Default,200,0.0008,1,25,0,1.9389,0.444444,1,825.21
3677,KB2,HARQ,Default,200,0.0008,1,25,0,1.9489,0.444444,1,820.976
3678,KB2,HARQ,Default,200,0.0008,1,25,0,1.9419,0.444444,1,823.935
3679,KB2,HARQ,Default,200,0.0008,1,25,0,2.1839,0.444444,1,732.634
3680,KB2,HARQ,Default,200,0.0008,1,25,0,2.0045,0.444444,1,798.204
3681,KB2,HARQ,Default,200,0.0008,1,25,0,1.9243,0.444444,1,831.471
3682,KB2,HARQ,Default,200,0.0008,1,25,0,1.9562,0.444444,1,817.912
3683,KB2,HARQ,Default,200,0.0008,1,25,0,1.9299,0.444444,1,829.059
3684,KB2,HARQ,Default,200,0.0008,1,25,0,1.9758,0.444444,1,809.799
3685,KB2,HARQ,Default,200,0.0008,1,25,0,1.9554,0.444444,1,818.247
3686,KB2,HARQ,Default,200,0.0008,1,25,0,1.9455,0.444444,1,822.411
3687,KB2,HARQ,Default,200,0.0008,1,25,0,1.9585,0.444444,1,816.952
3688,KB2,HARQ,Default,200,0.0008,1,25,0,1.9305,0.444444,1,828.801
3689,KB2,HARQ,Default,200,0.0008,1,25,0,1.9511,0.444444,1,820.05
3690,KB2,HARQ,Default,200,0.0008,1,25,0,1.9777,0.444444,1,809.021
3691,KB2,HARQ,Default,200,0.0008,1,25,0,1.9589,0.444444,1,816.785
3692,KB2,HARQ,Default,200,0.0008,1,25,0,1.9351,0.444444,1,826.831
3693,KB2,HARQ,Default,200,0.0008,1,25,0,1.931,0.444444,1,828.586
3694,KB2,HARQ,Default,200,0.0008,1,25,0,2.0033,0.444444,1,798.682
3695,KB2,HARQ,Default,200,0.0008,1,25,0,1.9674,0.444444,1,813.256
3696,KB2,HARQ,Default,200,0.0008,1,25,0,1.9351,0.444444,1,826.831
3697,KB2,HARQ,Default,200,0.0008,1,25,0,1.9285,0.444444,1,829.66
3698,KB2,HARQ,Default,200,0.0008,1,25,0,1.9361,0.444444,1,826.404
3699,KB2,HARQ,Default,200,0.0008,1,25,0,1.9413,0.444444,1,824.19
3700,KB2,HARQ,Default,200,0.0008,1,25,0,1.9617,0.444444,1,815.619
3701,KB2,HARQ,Default,200,0.0008,1,25,0,1.9366,0.444444,1,826.19
3702,KB2,HARQ,Default,200,0.0008,1,25,0,2.1479,0.444444,1,744.914
3703,KB2,HARQ,Default,200,0.0008,1,25,0,1.9511,0.444444,1,820.05
3704,KB2,HARQ,Default,200,0.0008,1,25,0,2.0001,0.444444,1,799.96
3705,KB2,HARQ,Default,200,0.0008,1,25,0,1.9637,0.444444,1,814.788
3706,KB2,HARQ,Default,200,0.0008,1,25,0,1.9558,0.444444,1,818.08
3707,KB2,HARQ,Default,200,0.0008,1,25,0,1.9431,0.444444,1,823.426
3708,KB2,HARQ,Default,200,0.0008,1,25,0,1.9499,0.444444,1,820.555
3709,KB2,HARQ,Default,200,0.0008,1,25,0,1.967,0.444444,1,813.421
3710,KB2,HARQ,Default,200,0.0008,1,25,0,2.0195,0.444444,1,792.275
3711,KB2,HARQ,Default,200,0.0008,1,25,0,1.9513,0.444444,1,819.966
3712,KB2,HARQ,Default,200,0.0008,1,25,0,1.9457,0.444444,1,822.326
3713,KB2,HARQ,Default,200,0.0008,1,25,0,1.9614,0.444444,1,815.744
3714,KB2,HARQ,Default,200,0.0008,1,25,0,1.965,0.444444,1,814.249
3715,KB2,HARQ,Default,200,0.0008,1,25,0,1.9428,0.444444,1,823.554
3716,KB2,HARQ,Default,200,0.0008,1,25,0,1.9296,0.444444,1,829.187
3717,KB2,HARQ,Default,200,0.0008,1,25,0,2.006,0.444444,1,797.607
3718,KB2,HARQ,Default,200,0.0008,1,25,0,1.9547,0.444444,1,818.54
3719,KB2,HARQ,Default,200,0.0008,1,25,0,1.9636,0.444444,1,814.83
3720,KB2,HARQ,Default,200,0.0008,1,25,0,1.9612,0.444444,1,815.827
3721,KB2,HARQ,Default,200,0.0008,1,25,0,1.9464,0.444444,1,822.03
3722,KB2,HARQ,Default,200,0.0008,1,25,0,1.9506,0.444444,1,820.26
3723,KB2,HARQ,Default,200,0.0008,1,25,0,1.9419,0.444444,1,823.935
3724,KB2,HARQ,Default,200,0.0008,1,25,0,2.0035,0.444444,1,798.602
3725,KB2,HARQ,Default,200,0.0008,1,25,0,2.0036,0.444444,1,798.563
3726,KB2,HARQ,Default,200,0.0008,1,25,0,1.9571,0.444444,1,817.536
3727,KB2,HARQ,Default,200,0.0008,1,25,0,1.9386,0.444444,1,825.338
3728,KB2,HARQ,Default,200,0.0008,1,25,0,1.9916,0.444444,1,803.374
3729,KB2,HARQ,Default,200,0.0008,1,25,0,1.9995,0.444444,1,800.2
3730,KB2,HARQ,Default,200,0.0008,1,25,0,1.9045,0.444444,1,840.116
3731,KB2,HARQ,Default,200,0.0008,1,25,0,1.8891,0.444444,1,846.964
3732,KB2,HARQ,Default,200,0.0008,1,25,0,1.9233,0.444444,1,831.903
3733,KB2,HARQ,Default,200,0.0008,1,25,0,2.1182,0.444444,1,755.358
3734,KB2,HARQ,Default,200,0.0008,1,25,0,1.9845,0.444444,1,806.248
3735,KB2,HARQ,Default,200,0.0008,1,25,0,1.9008,0.444444,1,841.751
3736,KB2,HARQ,Default,200,0.0008,1,25,0,1.8892,0.444444,1,846.919
3737,KB2,HARQ,Default,200,0.0008,1,25,0,1.8883,0.444444,1,847.323
3738,KB2,HARQ,Default,200,0.0008,1,25,0,1.9019,0.444444,1,841.264
3739,KB2,HARQ,Default,200,0.0008,1,25,0,1.9533,0.444444,1,819.127
3740,KB2,HARQ,Default,200,0.0008,1,25,0,1.9093,0.444444,1,838.003
3741,KB2,HARQ,Default,200,0.0008,1,25,0,1.9381,0.444444,1,825.551
3742,KB2,HARQ,Default,200,0.0008,1,25,0,2.0606,0.444444,1,776.473
3743,KB2,HARQ,Default,200,0.0008,1,25,0,1.9455,0.444444,1,822.411
3744,KB2,HARQ,Default,200,0.0008,1,25,0,1.9126,0.444444,1,836.558
3745,KB2,HARQ,Default,200,0.0008,1,25,0,1.8907,0.444444,1,846.247
3746,KB2,HARQ,Default,200,0.0008,1,25,0,1.8961,0.444444,1,843.837
3747,KB2,HARQ,Default,200,0.0008,1,25,0,1.9081,0.444444,1,838.53
3748,KB2,HARQ,Default,200,0.0008,1,25,0,1.9038,0.444444,1,840.424
3749,KB2,HARQ,Default,200,0.0008,1,25,0,2.7653,0.444444,1,578.599
3750,KB2,HARQ,Default,200,0.0008,1,25,0,1.9043,0.444444,1,840.204
3751,KB2,HARQ,Default,200,0.0008,1,25,0,1.9081,0.444444,1,838.53
3752,KB2,HARQ,Default,200,0.0008,1,25,0,1.8946,0.444444,1,844.505
3753,KB2,HARQ,Default,200,0.0008,1,25,0,2.0283,0.444444,1,788.838
3754,KB2,HARQ,Default,200,0.0008,1,25,0,2.0125,0.444444,1,795.031
3755,KB2,HARQ,Default,200,0.0008,1,25,0,1.9023,0.444444,1,841.087
3756,KB2,HARQ,Default,200,0.0008,1,25,0,2.0728,0.444444,1,771.903
3757,KB2,HARQ,Default,200,0.0008,1,25,0,1.9098,0.444444,1,837.784
3758,KB2,HARQ,Default,200,0.0008,1,25,0,1.9239,0.444444,1,831.644
3759,KB2,HARQ,Default,200,0.0008,1,25,0,1.9054,0.444444,1,839.719
3760,KB2,HARQ,Default,200,0.0008,1,25,0,1.896,0.444444,1,843.882
3761,KB2,HARQ,Default,200,0.0008,1,25,0,1.8884,0.444444,1,847.278
3762,KB2,HARQ,Default,200,0.0008,1,25,0,1.916,0.444444,1,835.073
3763,KB2,HARQ,Default,200,0.0008,1,25,0,1.9479,0.444444,1,821.397
3764,KB2,HARQ,Default,200,0.0008,1,25,0,2.2184,0.444444,1,721.241
3765,KB2,HARQ,Default,200,0.0008,1,25,0,1.9121,0.444444,1,836.776
3766,KB2,HARQ,Default,200,0.0008,1,25,0,1.8884,0.444444,1,847.278
3767,KB2,HARQ,Default,200,0.0008,1,25,0,1.9018,0.444444,1,841.308
3768,KB2,HARQ,Default,200,0.0008,1,25,0,1.9251,0.444444,1,831.126
3769,KB2,HARQ,Default,200,0.0008,1,25,0,1.9036,0.444444,1,840.513
3770,KB2,HARQ,Default,200,0.0008,1,25,0,1.9091,0.444444,1,838.091
3771,KB2,HARQ,Default,200,0.0008,1,25,0,1.9611,0.444444,1,815.869
3772,KB2,HARQ,Default,200,0.0008,1,25,0,1.9398,0.444444,1,824.827
3773,KB2,HARQ,Default,200,0.0008,1,25,0,1.9165,0.444444,1,834.855
3774,KB2,HARQ,Default,200,0.0008,1,25,1,1.9722,0.42735,0.961538,811.277
3775,KB2,HARQ,Default,200,0.0008,1,25,0,1.9174,0.444444,1,834.463
3776,KB2,HARQ,Default,200,0.0008,1,25,0,1.8922,0.444444,1,845.577
3777,KB2,HARQ,Default,200,0.0008,1,25,0,1.9239,0.444444,1,831.644
3778,KB2,HARQ,Default,200,0.0008,1,25,0,1.9703,0.444444,1,812.059
3779,KB2,HARQ,Default,200,0.0008,1,25,0,2.0709,0.444444,1,772.611
3780,KB2,HARQ,Default,200,0.0008,1,25,0,1.9274,0.444444,1,830.134
3781,KB2,HARQ,Default,200,0.0008,1,25,0,1.9554,0.444444,1,818.247
3782,KB2,HARQ,Default,200,0.0008,1,25,0,1.9513,0.444444,1,819.966
3783,KB2,HARQ,Default,200,0.0008,1,25,0,1.9904,0.444444,1,803.859
3784,KB2,HARQ,Default,200,0.0008,1,25,0,1.9385,0.444444,1,825.38
3785,KB2,HARQ,Default,200,0.0008,1,25,0,1.9442,0.444444,1,822.961
3786,KB2,HARQ,Default,200,0.0008,1,25,0,1.9239,0.444444,1,831.644
3787,KB2,HARQ,Default,200,0.0008,1,25,0,2.0185,0.444444,1,792.668
3788,KB2,HARQ,Default,200,0.0008,1,25,0,2.0131,0.444444,1,794.794
3789,KB2,HARQ,Default,200,0.0008,1,25,0,1.9547,0.444444,1,818.54
3790,KB2,HARQ,Default,200,0.0008,1,25,0,1.9398,0.444444,1,824.827
3791,KB2,HARQ,Default,200,0.0008,1,25,0,1.9632,0.444444,1,814.996
3792,KB2,HARQ,Default,200,0.0008,1,25,0,1.9502,0.444444,1,820.429
3793,KB2,HARQ,Default,200,0.0008,1,25,0,2.0259,0.444444,1,789.772
3794,KB2,HARQ,Default,200,0.0008,1,25,0,1.9527,0.444444,1,819.378
3795,KB2,HARQ,Default,200,0.0008,1,25,0,2.0165,0.444444,1,793.454
3796,KB2,HARQ,Default,200,0.0008,1,25,0,2.213,0.444444,1,723
3797,KB2,HARQ,Default,200,0.0008,1,25,0,1.978,0.444444,1,808.898
3798,KB2,HARQ,Default,200,0.0008,1,25,0,1.9751,0.444444,1,810.086
3799,KB2,HARQ,Default,200,0.0008,1,25,0,1.9562,0.444444,1,817.912
3800,KB2,HARQ,Default,200,0.0008,1,25,0,1.9368,0.444444,1,826.105
3801,KB2,HARQ,Default,200,0.0008,1,25,0,1.9491,0.444444,1,820.892
3802,KB2,HARQ,Default,200,0.0008,1,25,0,1.962,0.444444,1,815.494
3803,KB2,HARQ,Default,200,0.0008,1,25,0,2.1519,0.444444,1,743.529
3804,KB2,HARQ,Default,200,0.0008,1,25,0,1.9599,0.444444,1,816.368
3805,KB2,HARQ,Default,200,0.0008,1,25,0,1.9588,0.444444,1,816.827
3806,KB2,HARQ,Default,200,0.0008,1,25,0,1.9387,0.444444,1,825.295
3807,KB2,HARQ,Default,200,0.0008,1,25,0,1.9451,0.444444,1,822.58
3808,KB2,HARQ,Default,200,0.0008,1,25,0,1.9807,0.444444,1,807.795
3809,KB2,HARQ,Default,200,0.0008,1,25,0,2.0137,0.444444,1,794.557
3810,KB2,HARQ,Default,200,0.0008,1,25,0,2.0324,0.444444,1,787.247
