ID,scenario,scheme,message_label,msg_length,BER,state,total_frames,retransmission,time(ms),efficiency,throughput
902,KB1,ARQ,Default,200,0,1,25,0,0.3,0.888889,5333.33
903,KB1,ARQ,Default,200,0,1,25,0,0.2038,0.888889,7850.83
904,KB1,ARQ,Default,200,0,1,25,0,0.2017,0.888889,7932.57
905,KB1,ARQ,Default,200,0,1,25,0,0.2024,0.888889,7905.14
906,KB1,ARQ,Default,200,0,1,25,0,0.2015,0.888889,7940.45
907,KB1,ARQ,Default,200,0,1,25,0,0.2035,0.888889,7862.41
908,KB1,ARQ,Default,200,0,1,25,0,0.2005,0.888889,7980.05
909,KB1,ARQ,Default,200,0,1,25,0,0.2055,0.888889,7785.89
910,KB1,ARQ,Default,200,0,1,25,0,0.2032,0.888889,7874.02
911,KB1,ARQ,Default,200,0,1,25,0,0.2022,0.888889,7912.96
912,KB1,ARQ,Default,200,0,1,25,0,0.2011,0.888889,7956.24
913,KB1,ARQ,Default,200,0,1,25,0,0.2004,0.888889,7984.03
914,KB1,ARQ,Default,200,0,1,25,0,0.2032,0.888889,7874.02
915,KB1,ARQ,Default,200,0,1,25,0,0.204,0.888889,7843.14
916,KB1,ARQ,Default,200,0,1,25,0,0.2029,0.888889,7885.66
917,KB1,ARQ,Default,200,0,1,25,0,0.2021,0.888889,7916.87
918,KB1,ARQ,Default,200,0,1,25,0,0.204,0.888889,7843.14
919,KB1,ARQ,Default,200,0,1,25,0,0.2025,0.888889,7901.23
920,KB1,ARQ,Default,200,0,1,25,0,0.2041,0.888889,7839.29
921,KB1,ARQ,Default,200,0,1,25,0,0.2036,0.888889,7858.55
922,KB1,ARQ,Default,200,0,1,25,0,0.2014,0.888889,7944.39
923,KB1,ARQ,Default,200,0,1,25,0,0.2015,0.888889,7940.45
924,KB1,ARQ,Default,200,0,1,25,0,0.2005,0.888889,7980.05
925,KB1,ARQ,Default,200,0,1,25,0,0.2026,0.888889,7897.33
926,KB1,ARQ,Default,200,0,1,25,0,0.201,0.888889,7960.2
927,KB1,ARQ,Default,200,0,1,25,0,0.2002,0.888889,7992.01
928,KB1,ARQ,Default,200,0,1,25,0,0.2008,0.888889,7968.13
929,KB1,ARQ,Default,200,0,1,25,0,0.2097,0.888889,7629.95
930,KB1,ARQ,Default,200,0,1,25,0,0.2025,0.888889,7901.23
931,KB1,ARQ,Default,200,0,1,25,0,0.2017,0.888889,7932.57
932,KB1,ARQ,Default,200,0,1,25,0,0.2023,0.888889,7909.05
933,KB1,ARQ,Default,200,0,1,25,0,0.1993,0.888889,8028.1
934,KB1,ARQ,Default,200,0,1,25,0,0.2014,0.888889,7944.39
935,KB1,ARQ,Default,200,0,1,25,0,0.2023,0.888889,7909.05
936,KB1,ARQ,Default,200,0,1,25,0,0.2056,0.888889,7782.1
937,KB1,ARQ,Default,200,0,1,25,0,0.2054,0.888889,7789.68
938,KB1,ARQ,Default,200,0,1,25,0,0.202,0.888889,7920.79
939,KB1,ARQ,Default,200,0,1,25,0,0.203,0.888889,7881.77
940,KB1,ARQ,Default,200,0,1,25,0,0.2036,0.888889,7858.55
941,KB1,ARQ,Default,200,0,1,25,0,0.2047,0.888889,7816.32
942,KB1,ARQ,Default,200,0,1,25,0,0.2031,0.888889,7877.89
943,KB1,ARQ,Default,200,0,1,25,0,0.2001,0.888889,7996
944,KB1,ARQ,Default,200,0,1,25,0,0.2023,0.888889,7909.05
945,KB1,ARQ,Default,200,0,1,25,0,0.2007,0.888889,7972.1
946,KB1,ARQ,Default,200,0,1,25,0,0.2003,0.888889,7988.02
947,KB1,ARQ,Default,200,0,1,25,0,0.2052,0.888889,7797.27
948,KB1,ARQ,Default,200,0,1,25,0,0.2022,0.888889,7912.96
949,KB1,ARQ,Default,200,0,1,25,0,0.2078,0.888889,7699.71
950,KB1,ARQ,Default,200,0,1,25,0,0.2005,0.888889,7980.05
951,KB1,ARQ,Default,200,0,1,25,0,0.2024,0.888889,7905.14
952,KB1,ARQ,Default,200,0,1,25,0,0.203,0.888889,7881.77
953,KB1,ARQ,Default,200,0,1,25,0,0.2008,0.888889,7968.13
954,KB1,ARQ,Default,200,0,1,25,0,0.2017,0.888889,7932.57
955,KB1,ARQ,Default,200,0,1,25,0,0.2381,0.888889,6719.87
956,KB1,ARQ,Default,200,0,1,25,0,0.2156,0.888889,7421.15
957,KB1,ARQ,Default,200,0,1,25,0,0.2043,0.888889,7831.62
958,KB1,ARQ,Default,200,0,1,25,0,0.2093,0.888889,7644.53
959,KB1,ARQ,Default,200,0,1,25,0,0.2022,0.888889,7912.96
960,KB1,ARQ,Default,200,0,1,25,0,0.2043,0.888889,7831.62
961,KB1,ARQ,Default,200,0,1,25,0,0.2066,0.888889,7744.43
962,KB1,ARQ,Default,200,0,1,25,0,0.2585,0.888889,6189.56
963,KB1,ARQ,Default,200,0,1,25,0,0.2069,0.888889,7733.2
964,KB1,ARQ,Default,200,0,1,25,0,0.2012,0.888889,7952.29
965,KB1,ARQ,Default,200,0,1,25,0,0.2053,0.888889,7793.47
966,KB1,ARQ,Default,200,0,1,25,0,0.2024,0.888889,7905.14
967,KB1,ARQ,Default,200,0,1,25,0,0.2022,0.888889,7912.96
968,KB1,ARQ,Default,200,0,1,25,0,0.2023,0.888889,7909.05
969,KB1,ARQ,Default,200,0,1,25,0,0.2009,0.888889,7964.16
970,KB1,ARQ,Default,200,0,1,25,0,0.1997,0.888889,8012.02
971,KB1,ARQ,Default,200,0,1,25,0,0.2016,0.888889,7936.51
972,KB1,ARQ,Default,200,0,1,25,0,0.207,0.888889,7729.47
973,KB1,ARQ,Default,200,0,1,25,0,0.2056,0.888889,7782.1
974,KB1,ARQ,Default,200,0,1,25,0,0.2061,0.888889,7763.22
975,KB1,ARQ,Default,200,0,1,25,0,0.2032,0.888889,7874.02
976,KB1,ARQ,Default,200,0,1,25,0,0.2096,0.888889,7633.59
977,KB1,ARQ,Default,200,0,1,25,0,0.203,0.888889,7881.77
978,KB1,ARQ,Default,200,0,1,25,0,0.2016,0.888889,7936.51
979,KB1,ARQ,Default,200,0,1,25,0,0.2039,0.888889,7846.98
980,KB1,ARQ,Default,200,0,1,25,0,0.2029,0.888889,7885.66
981,KB1,ARQ,Default,200,0,1,25,0,0.2017,0.888889,7932.57
982,KB1,ARQ,Default,200,0,1,25,0,0.2015,0.888889,7940.45
983,KB1,ARQ,Default,200,0,1,25,0,0.2081,0.888889,7688.61
984,KB1,ARQ,Default,200,0,1,25,0,0.2425,0.888889,6597.94
985,KB1,ARQ,Default,200,0,1,25,0,0.2007,0.888889,7972.1
986,KB1,ARQ,Default,200,0,1,25,0,0.2013,0.888889,7948.34
987,KB1,ARQ,Default,200,0,1,25,0,0.2036,0.888889,7858.55
988,KB1,ARQ,Default,200,0,1,25,0,0.2026,0.888889,7897.33
989,KB1,ARQ,Default,200,0,1,25,0,0.204,0.888889,7843.14
990,KB1,ARQ,Default,200,0,1,25,0,0.2012,0.888889,7952.29
991,KB1,ARQ,Default,200,0,1,25,0,0.2021,0.888889,7916.87
992,KB1,ARQ,Default,200,0,1,25,0,0.2028,0.888889,7889.55
993,KB1,ARQ,Default,200,0,1,25,0,0.2024,0.888889,7905.14
994,KB1,ARQ,Default,200,0,1,25,0,0.2036,0.888889,7858.55
995,KB1,ARQ,Default,200,0,1,25,0,0.1987,0.888889,8052.34
996,KB1,ARQ,Default,200,0,1,25,0,0.2016,0.888889,7936.51
997,KB1,ARQ,Default,200,0,1,25,0,0.2017,0.888889,7932.57
998,KB1,ARQ,Default,200,0,1,25,0,0.203,0.888889,7881.77
999,KB1,ARQ,Default,200,0,1,25,0,0.203,0.888889,7881.77
1000,KB1,ARQ,Default,200,0,1,25,0,0.201,0.888889,7960.2
1001,KB1,HARQ,Default,200,0,1,25,0,1.8857,0.888889,848.491
1002,KB1,HARQ,Default,200,0,1,25,0,2.476,0.888889,646.204
1003,KB1,HARQ,Default,200,0,1,25,0,2.07,0.888889,772.947
1004,KB1,HARQ,Default,200,0,1,25,0,1.9898,0.888889,804.101
1005,KB1,HARQ,Default,200,0,1,25,0,1.9556,0.888889,818.163
1006,KB1,HARQ,Default,200,0,1,25,0,2.3616,0.888889,677.507
1007,KB1,HARQ,Default,200,0,1,25,0,2.4882,0.888889,643.035
1008,KB1,HARQ,Default,200,0,1,25,0,1.9825,0.888889,807.062
1009,KB1,HARQ,Default,200,0,1,25,0,2.1085,0.888889,758.833
1010,KB1,HARQ,Default,200,0,1,25,0,1.9653,0.888889,814.125
1011,KB1,HARQ,Default,200,0,1,25,0,2.3947,0.888889,668.142
1012,KB1,HARQ,Default,200,0,1,25,0,1.9794,0.888889,808.326
1013,KB1,HARQ,Default,200,0,1,25,0,1.9439,0.888889,823.088
1014,KB1,HARQ,Default,200,0,1,25,0,1.9483,0.888889,821.229
1015,KB1,HARQ,Default,200,0,1,25,0,1.9713,0.888889,811.647
1016,KB1,HARQ,Default,200,0,1,25,0,1.9399,0.888889,824.785
1017,KB1,HARQ,Default,200,0,1,25,0,2.4056,0.888889,665.115
1018,KB1,HARQ,Default,200,0,1,25,0,1.9811,0.888889,807.632
1019,KB1,HARQ,Default,200,0,1,25,0,2.0642,0.888889,775.119
1020,KB1,HARQ,Default,200,0,1,25,0,2.177,0.888889,734.956
1021,KB1,HARQ,Default,200,0,1,25,0,3.0838,0.888889,518.84
1022,KB1,HARQ,Default,200,0,1,25,0,2.1187,0.888889,755.18
1023,KB1,HARQ,Default,200,0,1,25,0,1.9281,0.888889,829.832
1024,KB1,HARQ,Default,200,0,1,25,0,2.2556,0.888889,709.346
1025,KB1,HARQ,Default,200,0,1,25,0,1.9471,0.888889,821.735
1026,KB1,HARQ,Default,200,0,1,25,0,2.1508,0.888889,743.909
1027,KB1,HARQ,Default,200,0,1,25,0,2.0917,0.888889,764.928
1028,KB1,HARQ,Default,200,0,1,25,0,1.9446,0.888889,822.791
1029,KB1,HARQ,Default,200,0,1,25,0,1.9773,0.888889,809.184
1030,KB1,HARQ,Default,200,0,1,25,0,1.9902,0.888889,803.939
1031,KB1,HARQ,Default,200,0,1,25,0,2.1859,0.888889,731.964
1032,KB1,HARQ,Default,200,0,1,25,0,1.9594,0.888889,816.577
1033,KB1,HARQ,Default,200,0,1,25,0,1.9303,0.888889,828.887
1034,KB1,HARQ,Default,200,0,1,25,0,2.2595,0.888889,708.121
1035,KB1,HARQ,Default,200,0,1,25,0,1.9685,0.888889,812.802
1036,KB1,HARQ,Default,200,0,1,25,0,1.949,0.888889,820.934
1037,KB1,HARQ,Default,200,0,1,25,0,1.9496,0.888889,820.681
1038,KB1,HARQ,Default,200,0,1,25,0,2.0173,0.888889,793.139
1039,KB1,HARQ,Default,200,0,1,25,0,1.9723,0.888889,811.236
1040,KB1,HARQ,Default,200,0,1,25,0,1.9686,0.888889,812.76
1041,KB1,HARQ,Default,200,0,1,25,0,1.9653,0.888889,814.125
1042,KB1,HARQ,Default,200,0,1,25,0,1.9914,0.888889,803.455
1043,KB1,HARQ,Default,200,0,1,25,0,1.9653,0.888889,814.125
1044,KB1,HARQ,Default,200,0,1,25,0,1.9583,0.888889,817.035
1045,KB1,HARQ,Default,200,0,1,25,0,1.9483,0.888889,821.229
1046,KB1,HARQ,Default,200,0,1,25,0,2.0319,0.888889,787.44
1047,KB1,HARQ,Default,200,0,1,25,0,2.039,0.888889,784.698
1048,KB1,HARQ,Default,200,0,1,25,0,1.9805,0.888889,807.877
1049,KB1,HARQ,Default,200,0,1,25,0,1.9638,0.888889,814.747
1050,KB1,HARQ,Default,200,0,1,25,0,2.0109,0.888889,795.664
1051,KB1,HARQ,Default,200,0,1,25,0,2.034,0.888889,786.627
1052,KB1,HARQ,Default,200,0,1,25,0,1.9371,0.888889,825.977
1053,KB1,HARQ,Default,200,0,1,25,0,2.0052,0.888889,797.925
1054,KB1,HARQ,Default,200,0,1,25,0,2.0622,0.888889,775.87
1055,KB1,HARQ,Default,200,0,1,25,0,1.9526,0.888889,819.42
1056,KB1,HARQ,Default,200,0,1,25,0,1.9809,0.888889,807.714
1057,KB1,HARQ,Default,200,0,1,25,0,1.9421,0.888889,823.85
1058,KB1,HARQ,Default,200,0,1,25,0,2.0997,0.888889,762.014
1059,KB1,HARQ,Default,200,0,1,25,0,1.9964,0.888889,801.443
1060,KB1,HARQ,Default,200,0,1,25,0,1.957,0.888889,817.578
1061,KB1,HARQ,Default,200,0,1,25,0,1.9918,0.888889,803.294
1062,KB1,HARQ,Default,200,0,1,25,0,1.9934,0.888889,802.649
1063,KB1,HARQ,Default,200,0,1,25,0,1.9747,0.888889,810.25
1064,KB1,HARQ,Default,200,0,1,25,0,1.9739,0.888889,810.578
1065,KB1,HARQ,Default,200,0,1,25,0,1.9359,0.888889,826.489
1066,KB1,HARQ,Default,200,0,1,25,0,1.9781,0.888889,808.857
1067,KB1,HARQ,Default,200,0,1,25,0,1.9713,0.888889,811.647
1068,KB1,HARQ,Default,200,0,1,25,0,1.9742,0.888889,810.455
1069,KB1,HARQ,Default,200,0,1,25,0,2.0245,0.888889,790.319
1070,KB1,HARQ,Default,200,0,1,25,0,1.9499,0.888889,820.555
1071,KB1,HARQ,Default,200,0,1,25,0,1.9482,0.888889,821.271
1072,KB1,HARQ,Default,200,0,1,25,0,1.9498,0.888889,820.597
1073,KB1,HARQ,Default,200,0,1,25,0,1.9546,0.888889,818.582
1074,KB1,HARQ,Default,200,0,1,25,0,2.0138,0.888889,794.518
1075,KB1,HARQ,Default,200,0,1,25,0,2.0779,0.888889,770.008
1076,KB1,HARQ,Default,200,0,1,25,0,1.9558,0.888889,818.08
1077,KB1,HARQ,Default,200,0,1,25,0,1.9912,0.888889,803.536
1078,KB1,HARQ,Default,200,0,1,25,0,1.9692,0.888889,812.513
1079,KB1,HARQ,Default,200,0,1,25,0,1.9595,0.888889,816.535
1080,KB1,HARQ,Default,200,0,1,25,0,1.9344,0.888889,827.13
1081,KB1,HARQ,Default,200,0,1,25,0,1.9424,0.888889,823.723
1082,KB1,HARQ,Default,200,0,1,25,0,1.9767,0.888889,809.43
1083,KB1,HARQ,Default,200,0,1,25,0,2.0382,0.888889,785.006
1084,KB1,HARQ,Default,200,0,1,25,0,2.0182,0.888889,792.786
1085,KB1,HARQ,Default,200,0,1,25,0,1.9513,0.888889,819.966
1086,KB1,HARQ,Default,200,0,1,25,0,1.94,0.888889,824.742
1087,KB1,HARQ,Default,200,0,1,25,0,1.9661,0.888889,813.794
1088,KB1,HARQ,Default,200,0,1,25,0,1.9576,0.888889,817.327
1089,KB1,HARQ,Default,200,0,1,25,0,1.9707,0.888889,811.894
1090,KB1,HARQ,Default,200,0,1,25,0,1.9388,0.888889,825.253
1091,KB1,HARQ,Default,200,0,1,25,0,2.007,0.888889,797.21
1092,KB1,HARQ,Default,200,0,1,25,0,2.1189,0.888889,755.109
1093,KB1,HARQ,Default,200,0,1,25,0,1.9689,0.888889,812.636
1094,KB1,HARQ,Default,200,0,1,25,0,1.9445,0.888889,822.834
1095,KB1,HARQ,Default,200,0,1,25,0,1.9428,0.888889,823.554
1096,KB1,HARQ,Default,200,0,1,25,0,1.9569,0.888889,817.62
1097,KB1,HARQ,Default,200,0,1,25,0,1.9742,0.888889,810.455
1098,KB1,HARQ,Default,200,0,1,25,0,1.9676,0.888889,813.173
1099,KB1,HARQ,Default,200,0,1,25,0,2.0667,0.888889,774.181
1100,KB1,HARQ,Default,200,0,1,25,0,2.1004,0.888889,761.76
1101,KB1,HARQ,Default,200,0,1,25,0,1.9528,0.888889,819.336
1102,KB1,HARQ,Default,200,0,1,25,0,1.9784,0.888889,808.734
1103,KB1,HARQ,Default,200,0,1,25,0,1.9735,0.888889,810.742
1104,KB1,HARQ,Default,200,0,1,25,0,1.9516,0.888889,819.84
1105,KB1,HARQ,Default,200,0,1,25,0,1.9471,0.888889,821.735
1106,KB1,HARQ,Default,200,0,1,25,0,1.9691,0.888889,812.554
1107,KB1,HARQ,Default,200,0,1,25,0,2.1664,0.888889,738.552
1108,KB1,HARQ,Default,200,0,1,25,0,2.0398,0.888889,784.391
1109,KB1,HARQ,Default,200,0,1,25,0,1.9381,0.888889,825.551
1110,KB1,HARQ,Default,200,0,1,25,0,1.9427,0.888889,823.596
1111,KB1,HARQ,Default,200,0,1,25,0,1.9778,0.888889,808.98
1112,KB1,HARQ,Default,200,0,1,25,0,1.9576,0.888889,817.327
1113,KB1,HARQ,Default,200,0,1,25,0,1.9524,0.888889,819.504
1114,KB1,HARQ,Default,200,0,1,25,0,1.9495,0.888889,820.723
1115,KB1,HARQ,Default,200,0,1,25,0,2.0678,0.888889,773.769
1116,KB1,HARQ,Default,200,0,1,25,0,2.2421,0.888889,713.617
1117,KB1,HARQ,Default,200,0,1,25,0,1.9737,0.888889,810.66
1118,KB1,HARQ,Default,200,0,1,25,0,1.9584,0.888889,816.993
1119,KB1,HARQ,Default,200,0,1,25,0,1.9361,0.888889,826.404
1120,KB1,HARQ,Default,200,0,1,25,0,1.9561,0.888889,817.954
1121,KB1,HARQ,Default,200,0,1,25,0,1.9743,0.888889,810.414
1122,KB1,HARQ,Default,200,0,1,25,0,1.9816,0.888889,807.428
1123,KB1,HARQ,Default,200,0,1,25,0,2.2744,0.888889,703.482
1124,KB1,HARQ,Default,200,0,1,25,0,2.0615,0.888889,776.134
1125,KB1,HARQ,Default,200,0,1,25,0,1.953,0.888889,819.252
1126,KB1,HARQ,Default,200,0,1,25,0,1.9922,0.888889,803.132
1127,KB1,HARQ,Default,200,0,1,25,0,1.974,0.888889,810.537
1128,KB1,HARQ,Default,200,0,1,25,0,1.9576,0.888889,817.327
1129,KB1,HARQ,Default,200,0,1,25,0,1.9584,0.888889,816.993
1130,KB1,HARQ,Default,200,0,1,25,0,1.9532,0.888889,819.169
1131,KB1,HARQ,Default,200,0,1,25,0,2.2801,0.888889,701.724
1132,KB1,HARQ,Default,200,0,1,25,0,1.9831,0.888889,806.818
1133,KB1,HARQ,Default,200,0,1,25,0,1.9468,0.888889,821.862
1134,KB1,HARQ,Default,200,0,1,25,0,1.9514,0.888889,819.924
1135,KB1,HARQ,Default,200,0,1,25,0,1.981,0.888889,807.673
1136,KB1,HARQ,Default,200,0,1,25,0,1.9791,0.888889,808.448
1137,KB1,HARQ,Default,200,0,1,25,0,1.9726,0.888889,811.112
1138,KB1,HARQ,Default,200,0,1,25,0,2.0738,0.888889,771.531
1139,KB1,HARQ,Default,200,0,1,25,0,2.1545,0.888889,742.632
1140,KB1,HARQ,Default,200,0,1,25,0,2.0195,0.888889,792.275
1141,KB1,HARQ,Default,200,0,1,25,0,1.9686,0.888889,812.76
1142,KB1,HARQ,Default,200,0,1,25,0,1.9681,0.888889,812.967
1143,KB1,HARQ,Default,200,0,1,25,0,1.9768,0.888889,809.389
1144,KB1,HARQ,Default,200,0,1,25,0,1.9692,0.888889,812.513
1145,KB1,HARQ,Default,200,0,1,25,0,1.9869,0.888889,805.275
1146,KB1,HARQ,Default,200,0,1,25,0,2.3629,0.888889,677.134
1147,KB1,HARQ,Default,200,0,1,25,0,2.0561,0.888889,778.172
1148,KB1,HARQ,Default,200,0,1,25,0,2.0469,0.888889,781.67
1149,KB1,HARQ,Default,200,0,1,25,0,1.9707,0.888889,811.894
1150,KB1,HARQ,Default,200,0,1,25,0,2.0091,0.888889,796.376
1151,KB1,HARQ,Default,200,0,1,25,0,1.9699,0.888889,812.224
1152,KB1,HARQ,Default,200,0,1,25,0,1.9629,0.888889,815.12
1153,KB1,HARQ,Default,200,0,1,25,0,2.0775,0.888889,770.156
1154,KB1,HARQ,Default,200,0,1,25,0,2.2456,0.888889,712.504
1155,KB1,HARQ,Default,200,0,1,25,0,2.2756,0.888889,703.111
1156,KB1,HARQ,Default,200,0,1,25,0,1.9991,0.888889,800.36
1157,KB1,HARQ,Default,200,0,1,25,0,2.4181,0.888889,661.677
1158,KB1,HARQ,Default,200,0,1,25,0,2.4804,0.888889,645.057
1159,KB1,HARQ,Default,200,0,1,25,0,2.0557,0.888889,778.324
1160,KB1,HARQ,Default,200,0,1,25,0,3.1043,0.888889,515.414
1161,KB1,HARQ,Default,200,0,1,25,0,3.1439,0.888889,508.922
1162,KB1,HARQ,Default,200,0,1,25,0,3.157,0.888889,506.81
1163,KB1,HARQ,Default,200,0,1,25,0,3.0875,0.888889,518.219
1164,KB1,HARQ,Default,200,0,1,25,0,3.1333,0.888889,510.644
1165,KB1,HARQ,Default,200,0,1,25,0,3.0748,0.888889,520.359
1166,KB1,HARQ,Default,200,0,1,25,0,3.0883,0.888889,518.084
1167,KB1,HARQ,Default,200,0,1,25,0,3.0166,0.888889,530.398
1168,KB1,HARQ,Default,200,0,1,25,0,3.0826,0.888889,519.042
1169,KB1,HARQ,Default,200,0,1,25,0,2.6402,0.888889,606.015
1170,KB1,HARQ,Default,200,0,1,25,0,2.5386,0.888889,630.269
1171,KB1,HARQ,Default,200,0,1,25,0,3.4641,0.888889,461.88
1172,KB1,HARQ,Default,200,0,1,25,0,3.4939,0.888889,457.941
1173,KB1,HARQ,Default,200,0,1,25,0,2.4077,0.888889,664.535
1174,KB1,HARQ,Default,200,0,1,25,0,2.1431,0.888889,746.582
1175,KB1,HARQ,Default,200,0,1,25,0,1.9994,0.888889,800.24
1176,KB1,HARQ,Default,200,0,1,25,0,2.0553,0.888889,778.475
1177,KB1,HARQ,Default,200,0,1,25,0,2.1677,0.888889,738.11
1178,KB1,HARQ,Default,200,0,1,25,0,3.2819,0.888889,487.522
1179,KB1,HARQ,Default,200,0,1,25,0,2.5178,0.888889,635.475
1180,KB1,HARQ,Default,200,0,1,25,0,2.1004,0.888889,761.76
1181,KB1,HARQ,Default,200,0,1,25,0,2.162,0.888889,740.056
1182,KB1,HARQ,Default,200,0,1,25,0,2.1111,0.888889,757.899
1183,KB1,HARQ,Default,200,0,1,25,0,2.064,0.888889,775.194
1184,KB1,HARQ,Default,200,0,1,25,0,2.1442,0.888889,746.199
1185,KB1,HARQ,Default,200,0,1,25,0,2.278,0.888889,702.371
1186,KB1,HARQ,Default,200,0,1,25,0,1.9826,0.888889,807.021
1187,KB1,HARQ,Default,200,0,1,25,0,1.969,0.888889,812.595
1188,KB1,HARQ,Default,200,0,1,25,0,1.9717,0.888889,811.482
1189,KB1,HARQ,Default,200,0,1,25,0,1.9385,0.888889,825.38
1190,KB1,HARQ,Default,200,0,1,25,0,1.9421,0.888889,823.85
1191,KB1,HARQ,Default,200,0,1,25,0,1.9513,0.888889,819.966
1192,KB1,HARQ,Default,200,0,1,25,0,2.1238,0.888889,753.367
1193,KB1,HARQ,Default,200,0,1,25,0,2.3681,0.888889,675.647
1194,KB1,HARQ,Default,200,0,1,25,0,1.9633,0.888889,814.954
1195,KB1,HARQ,Default,200,0,1,25,0,1.9716,0.888889,811.524
1196,KB1,HARQ,Default,200,0,1,25,0,1.976,0.888889,809.717
1197,KB1,HARQ,Default,200,0,1,25,0,1.9621,0.888889,815.453
1198,KB1,HARQ,Default,200,0,1,25,0,1.9577,0.888889,817.286
1199,KB1,HARQ,Default,200,0,1,25,0,1.9425,0.888889,823.681
1200,KB1,HARQ,Default,200,0,1,25,0,2.1938,0.888889,729.328
1201,KB1,HARQ,Default,200,0,1,25,0,2.0851,0.888889,767.349
1202,KB1,HARQ,Default,200,0,1,25,0,1.9632,0.888889,814.996
1203,KB1,HARQ,Default,200,0,1,25,0,2.0714,0.888889,772.424
1204,KB1,HARQ,Default,200,0,1,25,0,1.9464,0.888889,822.03
1205,KB1,HARQ,Default,200,0,1,25,0,1.9362,0.888889,826.361
1206,KB1,HARQ,Default,200,0,1,25,0,1.947,0.888889,821.777
1207,KB1,HARQ,Default,200,0,1,25,0,1.95,0.888889,820.513
1208,KB1,HARQ,Default,200,0,1,25,0,2.1106,0.888889,758.078
1209,KB1,HARQ,Default,200,0,1,25,0,2.2902,0.888889,698.629
1210,KB1,HARQ,Default,200,0,1,25,0,2.0284,0.888889,788.799
1211,KB1,HARQ,Default,200,0,1,25,0,1.9616,0.888889,815.661
1212,KB1,HARQ,Default,200,0,1,25,0,1.999,0.888889,800.4
1213,KB1,HARQ,Default,200,0,1,25,0,1.9398,0.888889,824.827
1214,KB1,HARQ,Default,200,0,1,25,0,1.9576,0.888889,817.327
1215,KB1,HARQ,Default,200,0,1,25,0,1.995,0.888889,802.005
1216,KB1,HARQ,Default,200,0,1,25,0,2.0877,0.888889,766.394
1217,KB1,HARQ,Default,200,0,1,25,0,2.0698,0.888889,773.022
1218,KB1,HARQ,Default,200,0,1,25,0,2.2126,0.888889,723.131
1219,KB1,HARQ,Default,200,0,1,25,0,1.9489,0.888889,820.976
1220,KB1,HARQ,Default,200,0,1,25,0,1.965,0.888889,814.249
1221,KB1,HARQ,Default,200,0,1,25,0,1.9791,0.888889,808.448
1222,KB1,HARQ,Default,200,0,1,25,0,1.9436,0.888889,823.215
1223,KB1,HARQ,Default,200,0,1,25,0,1.9411,0.888889,824.275
1224,KB1,HARQ,Default,200,0,1,25,0,2.5927,0.888889,617.117
1225,KB1,HARQ,Default,200,0,1,25,0,2.0864,0.888889,766.871
1226,KB1,HARQ,Default,200,0,1,25,0,1.967,0.888889,813.421
1227,KB1,HARQ,Default,200,0,1,25,0,1.9448,0.888889,822.707
1228,KB1,HARQ,Default,200,0,1,25,0,1.9546,0.888889,818.582
1229,KB1,HARQ,Default,200,0,1,25,0,1.9773,0.888889,809.184
1230,KB1,HARQ,Default,200,0,1,25,0,1.9826,0.888889,807.021
1231,KB1,HARQ,Default,200,0,1,25,0,1.9645,0.888889,814.457
1232,KB1,HARQ,Default,200,0,1,25,0,2.0376,0.888889,785.238
1233,KB1,HARQ,Default,200,0,1,25,0,2.0117,0.888889,795.347
1234,KB1,HARQ,Default,200,0,1,25,0,2.1298,0.888889,751.244
1235,KB1,HARQ,Default,200,0,1,25,0,2.2498,0.888889,711.174
1236,KB1,HARQ,Default,200,0,1,25,0,1.9593,0.888889,816.618
1237,KB1,HARQ,Default,200,0,1,25,0,1.958,0.888889,817.16
1238,KB1,HARQ,Default,200,0,1,25,0,1.9517,0.888889,819.798
1239,KB1,HARQ,Default,200,0,1,25,0,1.9653,0.888889,814.125
1240,KB1,HARQ,Default,200,0,1,25,0,2.8277,0.888889,565.831
1241,KB1,HARQ,Default,200,0,1,25,0,2.3026,0.888889,694.867
1242,KB1,HARQ,Default,200,0,1,25,0,2.039,0.888889,784.698
1243,KB1,HARQ,Default,200,0,1,25,0,1.9765,0.888889,809.512
1244,KB1,HARQ,Default,200,0,1,25,0,1.9898,0.888889,804.101
1245,KB1,HARQ,Default,200,0,1,25,0,1.9487,0.888889,821.06
1246,KB1,HARQ,Default,200,0,1,25,0,1.9361,0.888889,826.404
1247,KB1,HARQ,Default,200,0,1,25,0,2.0179,0.888889,792.904
1248,KB1,HARQ,Default,200,0,1,25,0,1.9808,0.888889,807.754
1249,KB1,HARQ,Default,200,0,1,25,0,1.973,0.888889,810.948
1250,KB1,HARQ,Default,200,0,1,25,0,1.9627,0.888889,815.204
1251,KB1,HARQ,Default,200,0,1,25,0,1.9567,0.888889,817.703
1252,KB1,HARQ,Default,200,0,1,25,0,1.9563,0.888889,817.87
1253,KB1,HARQ,Default,200,0,1,25,0,1.9668,0.888889,813.504
1254,KB1,HARQ,Default,200,0,1,25,0,2.2869,0.888889,699.637
1255,KB1,HARQ,Default,200,0,1,25,0,2.599,0.888889,615.621
1256,KB1,HARQ,Default,200,0,1,25,0,2.0646,0.888889,774.969
1257,KB1,HARQ,Default,200,0,1,25,0,3.5638,0.888889,448.959
1258,KB1,HARQ,Default,200,0,1,25,0,5.2609,0.888889,304.13
1259,KB1,HARQ,Default,200,0,1,25,0,7.79,0.888889,205.392
