ID,scenario,scheme,message_label,msg_length,BER,state,total_frames,retransmission,time(ms),efficiency_bits,efficiency_frames,throughput
24,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0336,0.740741,1,6428.57
25,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0337,0.740741,1,6409.5
26,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0331,0.740741,1,6525.68
27,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.034,0.740741,1,6352.94
28,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0339,0.740741,1,6371.68
29,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0335,0.740741,1,6447.76
30,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0339,0.740741,1,6371.68
31,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0348,0.740741,1,6206.9
32,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0335,0.740741,1,6447.76
33,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0334,0.740741,1,6467.07
34,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.035,0.740741,1,6171.43
35,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0334,0.740741,1,6467.07
36,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0336,0.740741,1,6428.57
37,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0335,0.740741,1,6447.76
38,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0329,0.740741,1,6565.35
39,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0333,0.740741,1,6486.49
40,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.035,0.740741,1,6171.43
41,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0331,0.740741,1,6525.68
42,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0352,0.740741,1,6136.36
43,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0338,0.740741,1,6390.53
44,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0336,0.740741,1,6428.57
45,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0348,0.740741,1,6206.9
46,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0333,0.740741,1,6486.49
47,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0332,0.740741,1,6506.02
48,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0334,0.740741,1,6467.07
49,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0329,0.740741,1,6565.35
50,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0334,0.740741,1,6467.07
51,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0341,0.740741,1,6334.31
52,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0333,0.740741,1,6486.49
53,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0346,0.740741,1,6242.77
54,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0334,0.740741,1,6467.07
55,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0337,0.740741,1,6409.5
56,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.035,0.740741,1,6171.43
57,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0347,0.740741,1,6224.78
58,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0331,0.740741,1,6525.68
59,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0336,0.740741,1,6428.57
60,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0336,0.740741,1,6428.57
61,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.033,0.740741,1,6545.45
62,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0334,0.740741,1,6467.07
63,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0337,0.740741,1,6409.5
64,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0364,0.740741,1,5934.07
65,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0334,0.740741,1,6467.07
66,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0337,0.740741,1,6409.5
67,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0352,0.740741,1,6136.36
68,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0336,0.740741,1,6428.57
69,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0336,0.740741,1,6428.57
70,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0337,0.740741,1,6409.5
71,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0335,0.740741,1,6447.76
72,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0337,0.740741,1,6409.5
73,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0338,0.740741,1,6390.53
74,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0339,0.740741,1,6371.68
75,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0353,0.740741,1,6118.98
76,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0458,0.740741,1,4716.16
77,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
78,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0256,0.740741,1,8437.5
79,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0239,0.740741,1,9037.66
80,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0238,0.740741,1,9075.63
81,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0246,0.740741,1,8780.49
82,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
83,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
84,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0244,0.740741,1,8852.46
85,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
86,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0251,0.740741,1,8605.58
87,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
88,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
89,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0254,0.740741,1,8503.94
90,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0238,0.740741,1,9075.63
91,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
92,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
93,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
94,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
95,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0238,0.740741,1,9075.63
96,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
97,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0253,0.740741,1,8537.55
98,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
99,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
100,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0258,0.740741,1,8372.09
101,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
102,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0239,0.740741,1,9037.66
103,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
104,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0239,0.740741,1,9037.66
105,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
106,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0245,0.740741,1,8816.33
107,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
108,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0255,0.740741,1,8470.59
109,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
110,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
111,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0255,0.740741,1,8470.59
112,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
113,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0238,0.740741,1,9075.63
114,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0239,0.740741,1,9037.66
115,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
116,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0245,0.740741,1,8816.33
117,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0252,0.740741,1,8571.43
118,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0245,0.740741,1,8816.33
119,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0252,0.740741,1,8571.43
120,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
121,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0237,0.740741,1,9113.92
122,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0254,0.740741,1,8503.94
123,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
124,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
125,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0245,0.740741,1,8816.33
126,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
127,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0239,0.740741,1,9037.66
128,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0249,0.740741,1,8674.7
129,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
130,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0256,0.740741,1,8437.5
131,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
132,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
133,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0254,0.740741,1,8503.94
134,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0244,0.740741,1,8852.46
135,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
136,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
137,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0239,0.740741,1,9037.66
138,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
139,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
140,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
141,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0251,0.740741,1,8605.58
142,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
143,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0238,0.740741,1,9075.63
144,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0252,0.740741,1,8571.43
145,KB4,ARQ,Size_Short,20,0.0001,1,3,1,0.0274,0.555556,0.75,10510.9
146,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0239,0.740741,1,9037.66
147,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0244,0.740741,1,8852.46
148,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
149,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
150,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
151,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
152,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0252,0.740741,1,8571.43
153,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0239,0.740741,1,9037.66
154,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
155,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0253,0.740741,1,8537.55
156,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0237,0.740741,1,9113.92
157,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0236,0.740741,1,9152.54
158,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
159,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
160,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
161,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0239,0.740741,1,9037.66
162,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
163,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0381,0.740741,1,5669.29
164,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
165,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0244,0.740741,1,8852.46
166,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0255,0.740741,1,8470.59
167,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
168,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
169,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
170,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
171,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
172,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0238,0.740741,1,9075.63
173,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0239,0.740741,1,9037.66
174,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0251,0.740741,1,8605.58
175,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0239,0.740741,1,9037.66
176,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
177,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0256,0.740741,1,8437.5
178,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
179,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
180,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
181,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
182,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0239,0.740741,1,9037.66
183,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0239,0.740741,1,9037.66
184,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
185,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.025,0.740741,1,8640
186,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0253,0.740741,1,8537.55
187,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
188,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0251,0.740741,1,8605.58
189,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
190,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
191,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0245,0.740741,1,8816.33
192,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
193,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
194,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
195,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0239,0.740741,1,9037.66
196,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0252,0.740741,1,8571.43
197,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0244,0.740741,1,8852.46
198,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
199,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0255,0.740741,1,8470.59
200,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
201,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
202,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0245,0.740741,1,8816.33
203,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
204,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
205,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
206,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0244,0.740741,1,8852.46
207,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0252,0.740741,1,8571.43
208,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
209,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0253,0.740741,1,8537.55
210,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0253,0.740741,1,8537.55
211,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
212,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0238,0.740741,1,9075.63
213,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0253,0.740741,1,8537.55
214,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0238,0.740741,1,9075.63
215,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
216,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
217,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
218,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0254,0.740741,1,8503.94
219,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
220,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
221,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.025,0.740741,1,8640
222,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
223,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
224,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0253,0.740741,1,8537.55
225,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0244,0.740741,1,8852.46
226,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
227,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
228,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
229,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.025,0.740741,1,8640
230,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
231,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0238,0.740741,1,9075.63
232,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0253,0.740741,1,8537.55
233,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
234,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
235,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0255,0.740741,1,8470.59
236,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
237,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
238,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
239,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
240,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0252,0.740741,1,8571.43
241,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
242,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
243,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0252,0.740741,1,8571.43
244,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
245,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0239,0.740741,1,9037.66
246,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0254,0.740741,1,8503.94
247,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
248,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
249,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
250,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
251,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0252,0.740741,1,8571.43
252,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
253,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
254,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0248,0.740741,1,8709.68
255,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0245,0.740741,1,8816.33
256,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0244,0.740741,1,8852.46
257,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0254,0.740741,1,8503.94
258,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
259,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
260,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
261,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
262,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0249,0.740741,1,8674.7
263,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
264,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
265,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0256,0.740741,1,8437.5
266,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
267,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0239,0.740741,1,9037.66
268,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0346,0.740741,1,6242.77
269,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0244,0.740741,1,8852.46
270,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
271,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
272,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
273,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
274,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
275,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
276,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0254,0.740741,1,8503.94
277,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
278,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
279,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0253,0.740741,1,8537.55
280,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
281,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
282,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
283,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
284,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0235,0.740741,1,9191.49
285,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
286,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
287,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0255,0.740741,1,8470.59
288,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.024,0.740741,1,9000
289,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0242,0.740741,1,8925.62
290,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0254,0.740741,1,8503.94
291,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0239,0.740741,1,9037.66
292,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0243,0.740741,1,8888.89
293,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0245,0.740741,1,8816.33
294,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0377,0.740741,1,5729.44
295,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
296,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0244,0.740741,1,8852.46
297,KB4,ARQ,Size_Short,20,0.0001,1,3,0,0.0241,0.740741,1,8962.66
