ID,scheme,BER,state,total_frames,retransmission,time(ms),efficiency,throughput
12858,ARQ,0.05,0,50,251,0.9548,0.13289,1675.74
12859,ARQ,0.05,0,50,77,1.1532,0.314961,1387.44
12860,ARQ,0.05,0,50,93,1.1994,0.27972,1334
12861,ARQ,0.05,0,50,94,1.2186,0.277778,1312.98
12862,ARQ,0.05,0,50,47,1.0835,0.412371,1476.7
12863,ARQ,0.05,0,50,32,1.109,0.487805,1442.74
12864,ARQ,0.05,0,50,251,1.5745,0.13289,1016.2
12865,ARQ,0.05,0,50,69,1.7027,0.336134,939.684
12866,ARQ,0.05,0,50,20,1.006,0.571429,1590.46
12867,ARQ,0.05,0,50,71,1.1317,0.330579,1413.8
12868,ARQ,0.05,0,50,37,1.0388,0.45977,1540.24
12869,ARQ,0.05,0,50,37,1.0285,0.45977,1555.66
12870,ARQ,0.05,0,50,37,1.0345,0.45977,1546.64
12871,ARQ,0.05,0,50,251,0.9841,0.13289,1625.85
12872,ARQ,0.05,0,50,65,1.1942,0.347826,1339.81
12873,ARQ,0.05,0,50,57,1.2862,0.373832,1243.97
12874,ARQ,0.05,0,50,250,0.9578,0.133333,1670.49
12875,ARQ,0.05,0,50,34,1.046,0.47619,1529.64
12876,ARQ,0.05,0,50,66,1.1222,0.344828,1425.77
12877,ARQ,0.05,0,50,31,1.0296,0.493827,1554
12878,ARQ,0.05,0,50,65,1.1156,0.347826,1434.21
12879,ARQ,0.05,0,50,81,1.1594,0.305344,1380.02
12880,ARQ,0.05,0,50,57,1.0872,0.373832,1471.67
12881,ARQ,0.05,0,50,31,1.0416,0.493827,1536.1
12882,ARQ,0.05,0,50,102,1.22,0.263158,1311.48
12883,ARQ,0.05,0,50,93,1.1883,0.27972,1346.46
12884,ARQ,0.05,0,50,99,1.4886,0.268456,1074.84
12885,ARQ,0.05,0,50,19,1.1751,0.57971,1361.59
12886,ARQ,0.05,0,50,63,1.1037,0.353982,1449.67
12887,ARQ,0.05,0,50,93,1.1862,0.27972,1348.85
12888,ARQ,0.05,0,50,23,1.0538,0.547945,1518.31
12889,ARQ,0.05,0,50,100,1.2078,0.266667,1324.72
12890,ARQ,0.05,0,50,118,1.2506,0.238095,1279.39
12891,ARQ,0.05,0,50,235,1.0687,0.140351,1497.15
12892,ARQ,0.05,0,50,33,1.2777,0.481928,1252.25
12893,ARQ,0.05,0,50,105,1.5229,0.258065,1050.63
12894,ARQ,0.05,0,50,25,1.0172,0.533333,1572.95
12895,ARQ,0.05,0,50,128,1.2878,0.224719,1242.43
12896,ARQ,0.05,0,50,9,1.0036,0.677966,1594.26
12897,ARQ,0.05,0,50,115,1.2621,0.242424,1267.73
12898,ARQ,0.05,0,50,5,0.9883,0.727273,1618.94
12899,ARQ,0.05,0,50,14,1.0045,0.625,1592.83
12900,ARQ,0.05,0,50,5,0.9811,0.727273,1630.82
12901,ARQ,0.05,0,50,32,1.0287,0.487805,1555.36
12902,ARQ,0.05,0,50,51,1.1257,0.39604,1421.34
12903,ARQ,0.05,0,50,69,1.461,0.336134,1095.14
12904,ARQ,0.05,0,50,53,1.1283,0.38835,1418.06
12905,ARQ,0.05,0,50,20,1.0184,0.571429,1571.09
12906,ARQ,0.05,0,50,70,1.1341,0.333333,1410.81
12907,ARQ,0.05,0,50,24,1.0144,0.540541,1577.29
12908,ARQ,0.05,0,50,15,1.0359,0.615385,1544.55
12909,ARQ,0.05,0,50,39,1.0614,0.449438,1507.44
12910,ARQ,0.05,0,50,67,1.1196,0.34188,1429.08
12911,ARQ,0.05,0,50,88,1.2914,0.289855,1238.97
12912,ARQ,0.05,0,50,42,1.2057,0.434783,1327.03
12913,ARQ,0.05,0,50,19,1.0179,0.57971,1571.86
12914,ARQ,0.05,0,50,48,1.5075,0.408163,1061.36
12915,ARQ,0.05,0,50,41,1.0507,0.43956,1522.79
12916,ARQ,0.05,0,50,80,1.1708,0.307692,1366.59
12917,ARQ,0.05,0,50,78,1.2838,0.3125,1246.3
12918,ARQ,0.05,0,50,53,1.0881,0.38835,1470.45
12919,ARQ,0.05,0,50,6,0.9658,0.714286,1656.66
12920,ARQ,0.05,0,50,12,0.9785,0.645161,1635.16
12921,ARQ,0.05,0,50,58,1.1082,0.37037,1443.78
12922,ARQ,0.05,0,50,54,1.086,0.384615,1473.3
12923,ARQ,0.05,0,50,37,1.0423,0.45977,1535.07
12924,ARQ,0.05,0,50,228,0.8789,0.143885,1820.46
12925,ARQ,0.05,0,50,10,1.1336,0.666667,1411.43
12926,ARQ,0.05,0,50,33,1.1526,0.481928,1388.17
12927,ARQ,0.05,0,50,34,1.0325,0.47619,1549.64
12928,ARQ,0.05,0,50,54,1.0778,0.384615,1484.51
12929,ARQ,0.05,0,50,7,0.9686,0.701754,1651.87
12930,ARQ,0.05,0,50,61,1.1018,0.36036,1452.17
12931,ARQ,0.05,0,50,30,1.0778,0.5,1484.51
12932,ARQ,0.05,0,50,56,1.0869,0.377358,1472.08
12933,ARQ,0.05,0,50,27,1.0081,0.519481,1587.14
12934,ARQ,0.05,0,50,52,1.113,0.392157,1437.56
12935,ARQ,0.05,0,50,20,0.9968,0.571429,1605.14
12936,ARQ,0.05,0,50,0,0.9532,0.8,1678.56
12937,ARQ,0.05,0,50,42,1.0658,0.434783,1501.22
12938,ARQ,0.05,0,50,85,1.1673,0.296296,1370.68
12939,ARQ,0.05,0,50,111,1.2667,0.248447,1263.12
12940,ARQ,0.05,0,50,26,1.0216,0.526316,1566.17
12941,ARQ,0.05,0,50,50,1.4141,0.4,1131.46
12942,ARQ,0.05,0,50,255,0.9554,0.131148,1674.69
12943,ARQ,0.05,0,50,65,1.1744,0.347826,1362.4
12944,ARQ,0.05,0,50,95,1.3001,0.275862,1230.67
12945,ARQ,0.05,0,50,11,1.0301,0.655738,1553.25
12946,ARQ,0.05,0,50,111,1.2487,0.248447,1281.33
12947,ARQ,0.05,0,50,80,1.1459,0.307692,1396.28
12948,ARQ,0.05,0,50,210,0.8309,0.153846,1925.62
12949,ARQ,0.05,0,50,16,0.9929,0.606061,1611.44
12950,ARQ,0.05,0,50,242,0.9197,0.136986,1739.7
12951,ARQ,0.05,0,50,64,1.2541,0.350877,1275.82
12952,ARQ,0.05,0,50,71,1.1351,0.330579,1409.57
12953,ARQ,0.05,0,50,34,1.1232,0.47619,1424.5
12954,ARQ,0.05,0,50,82,1.2844,0.30303,1245.72
12955,ARQ,0.05,0,50,44,1.0776,0.425532,1484.78
12956,ARQ,0.05,0,50,3,1.065,0.754717,1502.35
12957,ARQ,0.05,0,50,25,1.2224,0.533333,1308.9
12958,ARQ,0.05,0,50,42,1.2843,0.434783,1245.81
12959,ARQ,0.05,0,50,43,1.0598,0.430108,1509.72
12960,ARQ,0.05,0,50,2,0.946,0.769231,1691.33
12961,ARQ,0.05,0,50,221,0.8594,0.147601,1861.76
12962,ARQ,0.05,0,50,34,1.0439,0.47619,1532.71
12963,ARQ,0.05,0,50,74,1.1629,0.322581,1375.87
12964,ARQ,0.05,0,50,243,0.9196,0.136519,1739.89
12965,ARQ,0.05,0,50,42,1.0592,0.434783,1510.57
12966,ARQ,0.05,0,50,25,1.0134,0.533333,1578.84
12967,ARQ,0.05,0,50,70,1.2667,0.333333,1263.12
12968,ARQ,0.05,0,50,15,1.1331,0.615385,1412.06
12969,ARQ,0.05,0,50,38,1.0519,0.454545,1521.06
12970,ARQ,0.05,0,50,240,0.8992,0.137931,1779.36
12971,ARQ,0.05,0,50,33,1.0355,0.481928,1545.15
12972,ARQ,0.05,0,50,44,1.0613,0.425532,1507.59
12973,ARQ,0.05,0,50,34,1.0434,0.47619,1533.45
12974,ARQ,0.05,0,50,14,0.9766,0.625,1638.34
12975,ARQ,0.05,0,50,64,1.1171,0.350877,1432.28
12976,ARQ,0.05,0,50,80,1.1461,0.307692,1396.04
12977,ARQ,0.05,0,50,34,1.0327,0.47619,1549.34
12978,ARQ,0.05,0,50,60,1.2418,0.363636,1288.45
12979,ARQ,0.05,0,50,20,1.0079,0.571429,1587.46
12980,ARQ,0.05,0,50,7,1.009,0.701754,1585.73
12981,ARQ,0.05,0,50,19,1.0023,0.57971,1596.33
12982,ARQ,0.05,0,50,35,1.0519,0.470588,1521.06
12983,ARQ,0.05,0,50,32,1.0976,0.487805,1457.73
12984,ARQ,0.05,0,50,43,1.0641,0.430108,1503.62
12985,ARQ,0.05,0,50,252,1.0243,0.13245,1562.04
12986,ARQ,0.05,0,50,35,1.0296,0.470588,1554
12987,ARQ,0.05,0,50,1,0.9602,0.784314,1666.32
12988,ARQ,0.05,0,50,43,1.0563,0.430108,1514.72
12989,ARQ,0.05,0,50,93,1.1957,0.27972,1338.13
12990,ARQ,0.05,0,50,58,1.1077,0.37037,1444.43
12991,ARQ,0.05,0,50,47,1.0854,0.412371,1474.11
12992,ARQ,0.05,0,50,250,0.9353,0.133333,1710.68
12993,ARQ,0.05,0,50,21,1.0085,0.56338,1586.51
12994,ARQ,0.05,0,50,29,1.0268,0.506329,1558.24
12995,ARQ,0.05,0,50,49,1.0778,0.40404,1484.51
12996,ARQ,0.05,0,50,41,1.064,0.43956,1503.76
12997,ARQ,0.05,0,50,68,1.1959,0.338983,1337.9
12998,ARQ,0.05,0,50,14,0.993,0.625,1611.28
12999,ARQ,0.05,0,50,61,1.1035,0.36036,1449.93
13000,ARQ,0.05,0,50,32,1.0259,0.487805,1559.61
13001,HARQ,0.05,1,50,15,2.8952,0.615385,552.639
13002,HARQ,0.05,1,50,13,2.8041,0.634921,570.593
13003,HARQ,0.05,1,50,13,2.8757,0.634921,556.386
13004,HARQ,0.05,1,50,8,3.0065,0.689655,532.18
13005,HARQ,0.05,1,50,13,3.0704,0.634921,521.105
13006,HARQ,0.05,1,50,11,2.7688,0.655738,577.868
13007,HARQ,0.05,1,50,8,2.7176,0.689655,588.755
13008,HARQ,0.05,1,50,8,3.0925,0.689655,517.381
13009,HARQ,0.05,1,50,15,3.2786,0.615385,488.013
13010,HARQ,0.05,1,50,7,2.9845,0.701754,536.103
13011,HARQ,0.05,1,50,6,2.7019,0.714286,592.176
13012,HARQ,0.05,1,50,8,3.3703,0.689655,474.735
13013,HARQ,0.05,1,50,9,2.7034,0.677966,591.847
13014,HARQ,0.05,1,50,15,2.8977,0.615385,552.162
13015,HARQ,0.05,1,50,10,2.9411,0.666667,544.014
13016,HARQ,0.05,1,50,13,3.5555,0.634921,450.007
13017,HARQ,0.05,1,50,12,3.0044,0.645161,532.552
13018,HARQ,0.05,1,50,12,4.2002,0.645161,380.934
13019,HARQ,0.05,1,50,6,2.5903,0.714286,617.689
13020,HARQ,0.05,1,50,8,2.8768,0.689655,556.174
13021,HARQ,0.05,1,50,13,3.0343,0.634921,527.304
13022,HARQ,0.05,1,50,9,3.2886,0.677966,486.529
13023,HARQ,0.05,1,50,10,2.7193,0.666667,588.387
13024,HARQ,0.05,1,50,9,2.7667,0.677966,578.306
13025,HARQ,0.05,1,50,9,2.6858,0.677966,595.726
13026,HARQ,0.05,1,50,4,3.0499,0.740741,524.607
13027,HARQ,0.05,1,50,17,3.0194,0.597015,529.907
13028,HARQ,0.05,1,50,10,2.7337,0.666667,585.287
13029,HARQ,0.05,1,50,14,2.9197,0.625,548.002
13030,HARQ,0.05,1,50,11,3.0391,0.655738,526.472
13031,HARQ,0.05,1,50,14,3.5141,0.625,455.309
13032,HARQ,0.05,1,50,9,2.7346,0.677966,585.095
13033,HARQ,0.05,1,50,12,2.7566,0.645161,580.425
13034,HARQ,0.05,1,50,18,3.0212,0.588235,529.591
13035,HARQ,0.05,1,50,14,3.0784,0.625,519.751
13036,HARQ,0.05,1,50,19,3.1014,0.57971,515.896
13037,HARQ,0.05,1,50,11,2.7829,0.655738,574.94
13038,HARQ,0.05,1,50,9,2.8182,0.677966,567.738
13039,HARQ,0.05,1,50,8,2.5967,0.689655,616.167
13040,HARQ,0.05,1,50,14,3.0003,0.625,533.28
13041,HARQ,0.05,1,50,13,2.8404,0.634921,563.301
13042,HARQ,0.05,1,50,10,2.7315,0.666667,585.759
13043,HARQ,0.05,1,50,16,2.9567,0.606061,541.144
13044,HARQ,0.05,1,50,8,2.5781,0.689655,620.612
13045,HARQ,0.05,1,50,12,3.2768,0.645161,488.281
13046,HARQ,0.05,1,50,8,2.5915,0.689655,617.403
13047,HARQ,0.05,1,50,7,2.5931,0.701754,617.022
13048,HARQ,0.05,1,50,10,2.8574,0.666667,559.95
13049,HARQ,0.05,1,50,8,2.5965,0.689655,616.214
13050,HARQ,0.05,1,50,16,3.1053,0.606061,515.248
13051,HARQ,0.05,1,50,14,2.9999,0.625,533.351
13052,HARQ,0.05,1,50,11,2.9627,0.655738,540.048
13053,HARQ,0.05,1,50,11,2.75,0.655738,581.818
13054,HARQ,0.05,1,50,9,2.8103,0.677966,569.334
13055,HARQ,0.05,1,50,11,2.9629,0.655738,540.011
13056,HARQ,0.05,1,50,11,4.2366,0.655738,377.661
13057,HARQ,0.05,1,50,6,2.5283,0.714286,632.836
13058,HARQ,0.05,1,50,12,2.8066,0.645161,570.085
13059,HARQ,0.05,1,50,7,2.7676,0.701754,578.118
13060,HARQ,0.05,1,50,13,2.8812,0.634921,555.324
13061,HARQ,0.05,1,50,6,2.5227,0.714286,634.241
13062,HARQ,0.05,1,50,4,2.6187,0.740741,610.99
13063,HARQ,0.05,1,50,10,2.6988,0.666667,592.856
13064,HARQ,0.05,1,50,11,2.7274,0.655738,586.639
13065,HARQ,0.05,1,50,13,2.9516,0.634921,542.079
13066,HARQ,0.05,1,50,11,2.7409,0.655738,583.75
13067,HARQ,0.05,1,50,14,2.8509,0.625,561.226
13068,HARQ,0.05,1,50,6,2.5418,0.714286,629.475
13069,HARQ,0.05,1,50,16,3.0789,0.606061,519.666
13070,HARQ,0.05,1,50,12,2.7974,0.645161,571.96
13071,HARQ,0.05,1,50,13,2.9442,0.634921,543.441
13072,HARQ,0.05,1,50,6,2.6181,0.714286,611.13
13073,HARQ,0.05,1,50,9,2.633,0.677966,607.672
13074,HARQ,0.05,1,50,16,2.9331,0.606061,545.498
13075,HARQ,0.05,1,50,18,3.0155,0.588235,530.592
13076,HARQ,0.05,1,50,11,2.9146,0.655738,548.96
13077,HARQ,0.05,1,50,13,2.8902,0.634921,553.595
13078,HARQ,0.05,1,50,6,2.5103,0.714286,637.374
13079,HARQ,0.05,1,50,12,2.8058,0.645161,570.247
13080,HARQ,0.05,1,50,18,3.007,0.588235,532.092
13081,HARQ,0.05,1,50,15,2.8892,0.615385,553.787
13082,HARQ,0.05,1,50,12,2.904,0.645161,550.964
13083,HARQ,0.05,1,50,11,2.7711,0.655738,577.388
13084,HARQ,0.05,1,50,11,2.7314,0.655738,585.78
13085,HARQ,0.05,1,50,6,2.5525,0.714286,626.836
13086,HARQ,0.05,1,50,16,3.1447,0.606061,508.793
13087,HARQ,0.05,1,50,20,3.117,0.571429,513.314
13088,HARQ,0.05,1,50,6,2.6343,0.714286,607.372
13089,HARQ,0.05,1,50,14,2.8803,0.625,555.498
13090,HARQ,0.05,1,50,13,2.8042,0.634921,570.573
13091,HARQ,0.05,1,50,9,2.6848,0.677966,595.948
13092,HARQ,0.05,1,50,18,3.0593,0.588235,522.995
13093,HARQ,0.05,1,50,18,4.3596,0.588235,367.006
13094,HARQ,0.05,1,50,11,4.0633,0.655738,393.769
13095,HARQ,0.05,1,50,9,2.7761,0.677966,576.348
13096,HARQ,0.05,1,50,14,3.2974,0.625,485.231
13097,HARQ,0.05,1,50,9,3.9492,0.677966,405.145
13098,HARQ,0.05,1,50,12,4.0816,0.645161,392.003
13099,HARQ,0.05,1,50,10,4.3888,0.666667,364.564
13100,HARQ,0.05,1,50,12,4.8233,0.645161,331.723
13101,HARQ,0.05,1,50,15,3.5943,0.615385,445.149
13102,HARQ,0.05,1,50,13,4.2566,0.634921,375.887
13103,HARQ,0.05,1,50,10,3.2172,0.666667,497.327
13104,HARQ,0.05,1,50,15,4.4354,0.615385,360.734
13105,HARQ,0.05,1,50,9,3.4827,0.677966,459.414
13106,HARQ,0.05,1,50,12,3.2563,0.645161,491.355
13107,HARQ,0.05,1,50,15,3.1164,0.615385,513.413
13108,HARQ,0.05,1,50,8,2.7444,0.689655,583.005
13109,HARQ,0.05,1,50,15,4.1692,0.615385,383.767
13110,HARQ,0.05,1,50,12,5.1272,0.645161,312.061
13111,HARQ,0.05,1,50,16,5.3116,0.606061,301.228
13112,HARQ,0.05,1,50,12,3.0475,0.645161,525.021
13113,HARQ,0.05,1,50,7,2.5593,0.701754,625.171
13114,HARQ,0.05,1,50,7,2.5746,0.701754,621.456
13115,HARQ,0.05,1,50,11,2.7533,0.655738,581.121
13116,HARQ,0.05,1,50,21,3.2578,0.56338,491.129
13117,HARQ,0.05,1,50,7,2.5665,0.701754,623.417
13118,HARQ,0.05,1,50,12,2.7909,0.645161,573.292
13119,HARQ,0.05,1,50,15,2.9071,0.615385,550.377
13120,HARQ,0.05,1,50,15,2.9111,0.615385,549.62
13121,HARQ,0.05,1,50,5,2.5054,0.727273,638.621
13122,HARQ,0.05,1,50,22,3.152,0.555556,507.614
13123,HARQ,0.05,1,50,14,2.9367,0.625,544.829
13124,HARQ,0.05,1,50,10,2.7183,0.666667,588.603
13125,HARQ,0.05,1,50,15,2.887,0.615385,554.209
13126,HARQ,0.05,1,50,10,2.8763,0.666667,556.27
13127,HARQ,0.05,1,50,11,2.7323,0.655738,585.587
13128,HARQ,0.05,1,50,15,2.8757,0.615385,556.386
13129,HARQ,0.05,1,50,13,3.0015,0.634921,533.067
13130,HARQ,0.05,1,50,11,2.721,0.655738,588.019
13131,HARQ,0.05,1,50,13,2.8422,0.634921,562.944
13132,HARQ,0.05,1,50,16,2.9231,0.606061,547.364
13133,HARQ,0.05,1,50,11,2.8953,0.655738,552.62
13134,HARQ,0.05,1,50,15,2.9286,0.615385,546.336
13135,HARQ,0.05,1,50,9,2.6585,0.677966,601.843
13136,HARQ,0.05,1,50,8,2.6634,0.689655,600.736
13137,HARQ,0.05,1,50,11,2.731,0.655738,585.866
13138,HARQ,0.05,1,50,8,2.6188,0.689655,610.967
13139,HARQ,0.05,1,50,8,2.6497,0.689655,603.842
13140,HARQ,0.05,1,50,11,2.9197,0.655738,548.002
13141,HARQ,0.05,1,50,2,2.3607,0.769231,677.765
13142,HARQ,0.05,1,50,15,3.1868,0.615385,502.071
13143,HARQ,0.05,1,50,18,3.1916,0.588235,501.316
13144,HARQ,0.05,1,50,12,2.9006,0.645161,551.61
13145,HARQ,0.05,1,50,13,3.96,0.634921,404.04
13146,HARQ,0.05,1,50,15,2.9759,0.615385,537.652
13147,HARQ,0.05,1,50,9,2.6445,0.677966,605.029
13148,HARQ,0.05,1,50,13,2.8332,0.634921,564.732
13149,HARQ,0.05,1,50,10,3.1994,0.666667,500.094
13150,HARQ,0.05,1,50,13,3.1949,0.634921,500.798
13151,HARQ,0.05,1,50,6,2.7587,0.714286,579.983
13152,HARQ,0.05,1,50,14,2.8504,0.625,561.325
13153,HARQ,0.05,1,50,10,2.7134,0.666667,589.666
13154,HARQ,0.05,1,50,14,3.3055,0.625,484.042
13155,HARQ,0.05,1,50,4,2.5421,0.740741,629.401
13156,HARQ,0.05,1,50,8,2.7805,0.689655,575.436
13157,HARQ,0.05,1,50,11,2.7186,0.655738,588.538
13158,HARQ,0.05,1,50,10,2.7053,0.666667,591.432
13159,HARQ,0.05,1,50,11,2.7694,0.655738,577.742
13160,HARQ,0.05,1,50,11,2.9303,0.655738,546.019
13161,HARQ,0.05,1,50,14,2.8812,0.625,555.324
13162,HARQ,0.05,1,50,13,2.819,0.634921,567.577
13163,HARQ,0.05,1,50,9,2.7868,0.677966,574.135
13164,HARQ,0.05,1,50,9,2.6354,0.677966,607.118
13165,HARQ,0.05,1,50,5,2.5504,0.727273,627.353
13166,HARQ,0.05,1,50,14,3.0523,0.625,524.195
13167,HARQ,0.05,1,50,7,2.5897,0.701754,617.832
13168,HARQ,0.05,1,50,14,2.8625,0.625,558.952
13169,HARQ,0.05,1,50,11,2.7248,0.655738,587.199
13170,HARQ,0.05,1,50,11,3.0228,0.655738,529.311
13171,HARQ,0.05,1,50,13,3.0936,0.634921,517.197
13172,HARQ,0.05,1,50,3,2.6372,0.754717,606.704
13173,HARQ,0.05,1,50,11,2.8441,0.655738,562.568
13174,HARQ,0.05,1,50,15,3.1481,0.615385,508.243
13175,HARQ,0.05,1,50,13,2.8636,0.634921,558.737
13176,HARQ,0.05,1,50,6,2.7488,0.714286,582.072
13177,HARQ,0.05,1,50,8,2.7818,0.689655,575.167
13178,HARQ,0.05,1,50,14,2.9127,0.625,549.319
13179,HARQ,0.05,1,50,11,2.8356,0.655738,564.254
13180,HARQ,0.05,1,50,7,2.7867,0.701754,574.156
13181,HARQ,0.05,1,50,8,2.6612,0.689655,601.233
13182,HARQ,0.05,1,50,10,3.0002,0.666667,533.298
13183,HARQ,0.05,1,50,4,2.4921,0.740741,642.029
13184,HARQ,0.05,1,50,9,2.6475,0.677966,604.344
13185,HARQ,0.05,1,50,7,2.5947,0.701754,616.642
13186,HARQ,0.05,1,50,8,2.6101,0.689655,613.003
13187,HARQ,0.05,1,50,13,3.0704,0.634921,521.105
13188,HARQ,0.05,1,50,26,3.5546,0.526316,450.121
13189,HARQ,0.05,1,50,11,2.8825,0.655738,555.074
13190,HARQ,0.05,1,50,3,2.549,0.754717,627.697
13191,HARQ,0.05,1,50,11,2.9838,0.655738,536.229
13192,HARQ,0.05,1,50,11,2.7698,0.655738,577.659
13193,HARQ,0.05,1,50,16,2.9174,0.606061,548.434
13194,HARQ,0.05,1,50,10,3.0628,0.666667,522.398
13195,HARQ,0.05,1,50,9,2.9372,0.677966,544.736
13196,HARQ,0.05,1,50,16,2.9184,0.606061,548.246
13197,HARQ,0.05,1,50,10,2.888,0.666667,554.017
13198,HARQ,0.05,1,50,6,2.6685,0.714286,599.588
13199,HARQ,0.05,1,50,8,2.7927,0.689655,572.922
13200,HARQ,0.05,1,50,13,3.3698,0.634921,474.806
13201,HARQ,0.05,1,50,11,2.7918,0.655738,573.107
13202,HARQ,0.05,1,50,8,2.7544,0.689655,580.889
13203,HARQ,0.05,1,50,13,2.9801,0.634921,536.895
13204,HARQ,0.05,1,50,12,2.975,0.645161,537.815
13205,HARQ,0.05,1,50,11,2.9666,0.655738,539.338
13206,HARQ,0.05,1,50,7,2.8043,0.701754,570.552
13207,HARQ,0.05,1,50,9,3.4221,0.677966,467.549
13208,HARQ,0.05,1,50,14,3.0671,0.625,521.665
13209,HARQ,0.05,1,50,15,2.9764,0.615385,537.562
13210,HARQ,0.05,1,50,9,3.1169,0.677966,513.331
13211,HARQ,0.05,1,50,12,3.4356,0.645161,465.712
13212,HARQ,0.05,1,50,14,3.2067,0.625,498.955
13213,HARQ,0.05,1,50,14,2.9873,0.625,535.601
13214,HARQ,0.05,1,50,7,2.8968,0.701754,552.334
13215,HARQ,0.05,1,50,14,3.0516,0.625,524.315
13216,HARQ,0.05,1,50,13,3.4112,0.634921,469.043
13217,HARQ,0.05,1,50,9,2.6622,0.677966,601.007
13218,HARQ,0.05,1,50,10,2.8113,0.666667,569.132
13219,HARQ,0.05,1,50,10,2.7126,0.666667,589.84
13220,HARQ,0.05,1,50,14,2.9629,0.625,540.011
13221,HARQ,0.05,1,50,14,3.0114,0.625,531.314
13222,HARQ,0.05,1,50,9,2.8607,0.677966,559.304
13223,HARQ,0.05,1,50,19,4.1337,0.57971,387.062
13224,HARQ,0.05,1,50,10,2.8977,0.666667,552.162
13225,HARQ,0.05,1,50,17,3.0145,0.597015,530.768
13226,HARQ,0.05,1,50,10,3.5532,0.666667,450.298
13227,HARQ,0.05,1,50,11,2.9345,0.655738,545.238
13228,HARQ,0.05,1,50,11,2.9601,0.655738,540.522
13229,HARQ,0.05,1,50,12,2.8651,0.645161,558.445
13230,HARQ,0.05,1,50,9,2.6822,0.677966,596.525
13231,HARQ,0.05,1,50,11,2.9901,0.655738,535.099
13232,HARQ,0.05,1,50,17,3.7289,0.597015,429.081
13233,HARQ,0.05,1,50,25,3.8918,0.533333,411.121
13234,HARQ,0.05,1,50,5,2.6753,0.727273,598.064
13235,HARQ,0.05,1,50,9,2.6923,0.677966,594.287
13236,HARQ,0.05,1,50,12,2.9093,0.645161,549.96
13237,HARQ,0.05,1,50,8,3.0834,0.689655,518.908
13238,HARQ,0.05,1,50,5,2.9293,0.727273,546.206
13239,HARQ,0.05,1,50,12,2.8391,0.645161,563.559
13240,HARQ,0.05,1,50,8,2.7063,0.689655,591.213
13241,HARQ,0.05,1,50,10,2.7652,0.666667,578.62
13242,HARQ,0.05,1,50,16,3.9782,0.606061,402.192
13243,HARQ,0.05,1,50,20,3.3218,0.571429,481.667
13244,HARQ,0.05,1,50,22,4.9431,0.555556,323.684
13245,HARQ,0.05,1,50,8,2.6537,0.689655,602.932
13246,HARQ,0.05,1,50,12,2.8722,0.645161,557.064
13247,HARQ,0.05,1,50,11,3.1707,0.655738,504.62
13248,HARQ,0.05,1,50,8,2.7386,0.689655,584.24
13249,HARQ,0.05,1,50,15,3.9285,0.615385,407.28
13250,HARQ,0.05,1,50,17,3.1198,0.597015,512.853
13251,HARQ,0.05,1,50,10,2.8088,0.666667,569.638
13252,HARQ,0.05,1,50,14,3.4268,0.625,466.908
13253,HARQ,0.05,1,50,6,2.8084,0.714286,569.719
13254,HARQ,0.05,1,50,11,2.823,0.655738,566.773
13255,HARQ,0.05,1,50,20,3.1773,0.571429,503.572
13256,HARQ,0.05,1,50,12,2.9192,0.645161,548.095
13257,HARQ,0.05,1,50,2,2.8254,0.769231,566.291
13258,HARQ,0.05,1,50,13,3.0546,0.634921,523.8
13259,HARQ,0.05,1,50,17,3.2491,0.597015,492.444
13260,HARQ,0.05,1,50,17,3.1593,0.597015,506.441
13261,HARQ,0.05,1,50,9,2.7429,0.677966,583.324
13262,HARQ,0.05,1,50,10,3.1646,0.666667,505.593
13263,HARQ,0.05,1,50,13,3.4946,0.634921,457.849
13264,HARQ,0.05,1,50,9,2.7139,0.677966,589.557
13265,HARQ,0.05,1,50,11,2.8432,0.655738,562.746
13266,HARQ,0.05,1,50,10,2.6972,0.666667,593.208
13267,HARQ,0.05,1,50,15,3.2497,0.615385,492.353
13268,HARQ,0.05,1,50,12,3.3802,0.645161,473.345
13269,HARQ,0.05,1,50,11,3.3777,0.655738,473.695
13270,HARQ,0.05,1,50,16,3.7621,0.606061,425.294
13271,HARQ,0.05,1,50,10,2.7866,0.666667,574.176
13272,HARQ,0.05,1,50,12,2.784,0.645161,574.713
13273,HARQ,0.05,1,50,8,3.0287,0.689655,528.279
13274,HARQ,0.05,1,50,11,3.2871,0.655738,486.751
13275,HARQ,0.05,1,50,15,3.0498,0.615385,524.625
13276,HARQ,0.05,1,50,8,2.6163,0.689655,611.551
13277,HARQ,0.05,1,50,11,2.7527,0.655738,581.248
13278,HARQ,0.05,1,50,12,3.3134,0.645161,482.888
13279,HARQ,0.05,1,50,20,3.3178,0.571429,482.247
13280,HARQ,0.05,1,50,11,3.1477,0.655738,508.308
13281,HARQ,0.05,1,50,8,2.6209,0.689655,610.477
13282,HARQ,0.05,1,50,14,3.0573,0.625,523.338
13283,HARQ,0.05,1,50,10,2.7222,0.666667,587.76
13284,HARQ,0.05,1,50,11,3.1436,0.655738,508.971
13285,HARQ,0.05,1,50,13,3.0116,0.634921,531.279
13286,HARQ,0.05,1,50,16,2.9649,0.606061,539.647
13287,HARQ,0.05,1,50,13,3.0618,0.634921,522.568
13288,HARQ,0.05,1,50,7,2.7409,0.701754,583.75
13289,HARQ,0.05,1,50,11,2.9751,0.655738,537.797
13290,HARQ,0.05,1,50,11,2.767,0.655738,578.244
