ID,scheme,BER,state,total_frames,retransmission,time(ms),efficiency,throughput
1,ARQ,0.001,1,50,1,0.2719,0.784314,5884.52
2,ARQ,0.001,1,50,0,0.303,0.8,5280.53
3,ARQ,0.001,1,50,2,0.2771,0.769231,5774.09
4,ARQ,0.001,1,50,3,0.2824,0.754717,5665.72
5,ARQ,0.001,1,50,3,0.2691,0.754717,5945.75
6,ARQ,0.001,1,50,2,0.2621,0.769231,6104.54
7,ARQ,0.001,1,50,1,0.2608,0.784314,6134.97
8,ARQ,0.001,1,50,2,0.2661,0.769231,6012.78
9,ARQ,0.001,1,50,1,0.2625,0.784314,6095.24
10,ARQ,0.001,1,50,1,0.2645,0.784314,6049.15
11,ARQ,0.001,1,50,6,0.2807,0.714286,5700.04
12,ARQ,0.001,1,50,1,0.2674,0.784314,5983.55
13,ARQ,0.001,1,50,2,0.2656,0.769231,6024.1
14,ARQ,0.001,1,50,3,0.2654,0.754717,6028.64
15,ARQ,0.001,1,50,3,0.284,0.754717,5633.8
16,ARQ,0.001,1,50,1,0.3033,0.784314,5275.3
17,ARQ,0.001,1,50,3,0.3499,0.754717,4572.74
18,ARQ,0.001,1,50,1,0.3109,0.784314,5146.35
19,ARQ,0.001,1,50,2,0.2962,0.769231,5401.76
20,ARQ,0.001,1,50,0,0.3042,0.8,5259.7
21,ARQ,0.001,1,50,2,0.2637,0.769231,6067.5
22,ARQ,0.001,1,50,0,0.257,0.8,6225.68
23,ARQ,0.001,1,50,2,0.2636,0.769231,6069.8
24,ARQ,0.001,1,50,2,0.2647,0.769231,6044.58
25,ARQ,0.001,1,50,3,0.28,0.754717,5714.29
26,ARQ,0.001,1,50,2,0.2677,0.769231,5976.84
27,ARQ,0.001,1,50,0,0.2586,0.8,6187.16
28,ARQ,0.001,1,50,4,0.2916,0.740741,5486.97
29,ARQ,0.001,1,50,2,0.2694,0.769231,5939.12
30,ARQ,0.001,1,50,5,0.2786,0.727273,5743
31,ARQ,0.001,1,50,5,0.3192,0.727273,5012.53
32,ARQ,0.001,1,50,2,0.272,0.769231,5882.35
33,ARQ,0.001,1,50,3,0.2685,0.754717,5959.03
34,ARQ,0.001,1,50,2,0.2917,0.769231,5485.09
35,ARQ,0.001,1,50,1,0.2959,0.784314,5407.23
36,ARQ,0.001,1,50,2,0.404,0.769231,3960.4
37,ARQ,0.001,1,50,0,0.346,0.8,4624.28
38,ARQ,0.001,1,50,0,0.301,0.8,5315.61
39,ARQ,0.001,1,50,1,0.3305,0.784314,4841.15
40,ARQ,0.001,1,50,4,0.274,0.740741,5839.42
41,ARQ,0.001,1,50,1,0.2688,0.784314,5952.38
42,ARQ,0.001,1,50,3,0.3996,0.754717,4004
43,ARQ,0.001,1,50,1,0.3717,0.784314,4304.55
44,ARQ,0.001,1,50,1,0.3145,0.784314,5087.44
45,ARQ,0.001,1,50,0,0.2667,0.8,5999.25
46,ARQ,0.001,1,50,0,0.2573,0.8,6218.42
47,ARQ,0.001,1,50,3,0.2684,0.754717,5961.25
48,ARQ,0.001,1,50,6,0.2742,0.714286,5835.16
49,ARQ,0.001,1,50,3,0.2642,0.754717,6056.02
50,ARQ,0.001,1,50,0,0.2583,0.8,6194.35
51,ARQ,0.001,1,50,0,0.26,0.8,6153.85
52,ARQ,0.001,1,50,1,0.2598,0.784314,6158.58
53,ARQ,0.001,1,50,1,0.2643,0.784314,6053.73
54,ARQ,0.001,1,50,3,0.2686,0.754717,5956.81
55,ARQ,0.001,1,50,2,0.2666,0.769231,6001.5
56,ARQ,0.001,1,50,3,0.422,0.754717,3791.47
57,ARQ,0.001,1,50,2,0.482,0.769231,3319.5
58,ARQ,0.001,1,50,0,0.4415,0.8,3624.01
59,ARQ,0.001,1,50,2,0.5682,0.769231,2815.91
60,ARQ,0.001,1,50,2,0.4817,0.769231,3321.57
61,ARQ,0.001,1,50,3,0.4945,0.754717,3235.59
62,ARQ,0.001,1,50,3,0.4548,0.754717,3518.03
63,ARQ,0.001,1,50,0,0.4545,0.8,3520.35
64,ARQ,0.001,1,50,1,0.4492,0.784314,3561.89
65,ARQ,0.001,1,50,1,0.42,0.784314,3809.52
66,ARQ,0.001,1,50,5,0.2743,0.727273,5833.03
67,ARQ,0.001,1,50,3,0.2657,0.754717,6021.83
68,ARQ,0.001,1,50,3,0.3088,0.754717,5181.35
69,ARQ,0.001,1,50,1,0.2603,0.784314,6146.75
70,ARQ,0.001,1,50,2,0.2638,0.769231,6065.2
71,ARQ,0.001,1,50,2,0.2642,0.769231,6056.02
72,ARQ,0.001,1,50,3,0.267,0.754717,5992.51
73,ARQ,0.001,1,50,2,0.2636,0.769231,6069.8
74,ARQ,0.001,1,50,0,0.256,0.8,6250
75,ARQ,0.001,1,50,2,0.2609,0.769231,6132.62
76,ARQ,0.001,1,50,1,0.2613,0.784314,6123.23
77,ARQ,0.001,1,50,0,0.3132,0.8,5108.56
78,ARQ,0.001,1,50,3,0.2815,0.754717,5683.84
79,ARQ,0.001,1,50,2,0.2762,0.769231,5792.9
80,ARQ,0.001,1,50,2,0.2636,0.769231,6069.8
81,ARQ,0.001,1,50,1,0.2585,0.784314,6189.56
82,ARQ,0.001,1,50,0,0.2572,0.8,6220.84
83,ARQ,0.001,1,50,5,0.2719,0.727273,5884.52
84,ARQ,0.001,1,50,3,0.2661,0.754717,6012.78
85,ARQ,0.001,1,50,4,0.2666,0.740741,6001.5
86,ARQ,0.001,1,50,1,0.2634,0.784314,6074.41
87,ARQ,0.001,1,50,1,0.2672,0.784314,5988.02
88,ARQ,0.001,1,50,1,0.2607,0.784314,6137.32
89,ARQ,0.001,1,50,0,0.3043,0.8,5257.97
90,ARQ,0.001,1,50,1,0.2703,0.784314,5919.35
91,ARQ,0.001,1,50,2,0.3044,0.769231,5256.24
92,ARQ,0.001,1,50,1,0.2767,0.784314,5782.44
93,ARQ,0.001,1,50,0,0.3271,0.8,4891.47
94,ARQ,0.001,1,50,6,0.2864,0.714286,5586.59
95,ARQ,0.001,1,50,1,0.2684,0.784314,5961.25
96,ARQ,0.001,1,50,2,0.2646,0.769231,6046.86
97,ARQ,0.001,1,50,1,0.2596,0.784314,6163.33
98,ARQ,0.001,1,50,1,0.28,0.784314,5714.29
99,ARQ,0.001,1,50,1,0.3246,0.784314,4929.14
100,ARQ,0.001,1,50,4,0.3092,0.740741,5174.64
101,ARQ,0.001,1,50,1,0.2762,0.784314,5792.9
102,ARQ,0.001,1,50,1,0.2732,0.784314,5856.52
103,ARQ,0.001,1,50,5,0.2817,0.727273,5679.8
104,ARQ,0.001,1,50,3,0.2786,0.754717,5743
105,ARQ,0.001,1,50,0,0.2784,0.8,5747.13
106,ARQ,0.001,1,50,6,0.2746,0.714286,5826.66
107,ARQ,0.001,1,50,3,0.2628,0.754717,6088.28
108,ARQ,0.001,1,50,3,0.2648,0.754717,6042.3
109,ARQ,0.001,1,50,3,0.2722,0.754717,5878.03
110,ARQ,0.001,1,50,3,0.2674,0.754717,5983.55
111,ARQ,0.001,1,50,1,0.2734,0.784314,5852.23
112,ARQ,0.001,1,50,0,0.2583,0.8,6194.35
113,ARQ,0.001,1,50,1,0.2638,0.784314,6065.2
114,ARQ,0.001,1,50,4,0.2739,0.740741,5841.55
115,ARQ,0.001,1,50,2,0.3003,0.769231,5328.01
116,ARQ,0.001,1,50,1,0.264,0.784314,6060.61
117,ARQ,0.001,1,50,0,0.2573,0.8,6218.42
118,ARQ,0.001,1,50,0,0.2624,0.8,6097.56
119,ARQ,0.001,1,50,1,0.2629,0.784314,6085.96
120,ARQ,0.001,1,50,2,0.2616,0.769231,6116.21
121,ARQ,0.001,1,50,4,0.266,0.740741,6015.04
122,ARQ,0.001,1,50,4,0.2691,0.740741,5945.75
123,ARQ,0.001,1,50,3,0.2635,0.754717,6072.11
124,ARQ,0.001,1,50,1,0.2595,0.784314,6165.7
125,ARQ,0.001,1,50,0,0.2581,0.8,6199.15
126,ARQ,0.001,1,50,1,0.2612,0.784314,6125.57
127,ARQ,0.001,1,50,0,0.2598,0.8,6158.58
128,ARQ,0.001,1,50,6,0.2773,0.714286,5769.92
129,ARQ,0.001,1,50,2,0.2704,0.769231,5917.16
130,ARQ,0.001,1,50,3,0.2674,0.754717,5983.55
131,ARQ,0.001,1,50,2,0.2662,0.769231,6010.52
132,ARQ,0.001,1,50,3,0.2639,0.754717,6062.9
133,ARQ,0.001,1,50,1,0.2634,0.784314,6074.41
134,ARQ,0.001,1,50,0,0.262,0.8,6106.87
135,ARQ,0.001,1,50,1,0.2616,0.784314,6116.21
136,ARQ,0.001,1,50,2,0.2643,0.769231,6053.73
137,ARQ,0.001,1,50,1,0.2617,0.784314,6113.87
138,ARQ,0.001,1,50,3,0.2646,0.754717,6046.86
139,ARQ,0.001,1,50,2,0.2633,0.769231,6076.72
140,ARQ,0.001,1,50,3,0.2698,0.754717,5930.32
141,ARQ,0.001,1,50,1,0.2637,0.784314,6067.5
142,ARQ,0.001,1,50,2,0.2677,0.769231,5976.84
143,ARQ,0.001,1,50,0,0.26,0.8,6153.85
144,ARQ,0.001,1,50,0,0.26,0.8,6153.85
145,ARQ,0.001,1,50,0,0.3401,0.8,4704.5
146,ARQ,0.001,1,50,0,0.2602,0.8,6149.12
147,ARQ,0.001,1,50,2,0.2622,0.769231,6102.21
148,ARQ,0.001,1,50,3,0.2634,0.754717,6074.41
149,ARQ,0.001,1,50,0,0.2608,0.8,6134.97
150,ARQ,0.001,1,50,5,0.2772,0.727273,5772.01
151,ARQ,0.001,1,50,0,0.2593,0.8,6170.46
152,ARQ,0.001,1,50,0,0.2575,0.8,6213.59
153,ARQ,0.001,1,50,2,0.2633,0.769231,6076.72
154,ARQ,0.001,1,50,2,0.261,0.769231,6130.27
155,ARQ,0.001,1,50,2,0.2621,0.769231,6104.54
156,ARQ,0.001,1,50,2,0.2614,0.769231,6120.89
157,ARQ,0.001,1,50,1,0.2636,0.784314,6069.8
158,ARQ,0.001,1,50,2,0.2644,0.769231,6051.44
159,ARQ,0.001,1,50,4,0.2655,0.740741,6026.37
160,ARQ,0.001,1,50,2,0.2625,0.769231,6095.24
161,ARQ,0.001,1,50,0,0.2629,0.8,6085.96
162,ARQ,0.001,1,50,5,0.2728,0.727273,5865.1
163,ARQ,0.001,1,50,0,0.2568,0.8,6230.53
164,ARQ,0.001,1,50,2,0.2646,0.769231,6046.86
165,ARQ,0.001,1,50,0,0.256,0.8,6250
166,ARQ,0.001,1,50,2,0.2656,0.769231,6024.1
167,ARQ,0.001,1,50,1,0.2625,0.784314,6095.24
168,ARQ,0.001,1,50,3,0.2642,0.754717,6056.02
169,ARQ,0.001,1,50,2,0.2735,0.769231,5850.09
170,ARQ,0.001,1,50,1,0.3361,0.784314,4760.49
171,ARQ,0.001,1,50,6,0.2858,0.714286,5598.32
172,ARQ,0.001,1,50,4,0.2762,0.740741,5792.9
173,ARQ,0.001,1,50,3,0.318,0.754717,5031.45
174,ARQ,0.001,1,50,1,0.2638,0.784314,6065.2
175,ARQ,0.001,1,50,4,0.2674,0.740741,5983.55
176,ARQ,0.001,1,50,3,0.266,0.754717,6015.04
177,ARQ,0.001,1,50,0,0.2584,0.8,6191.95
178,ARQ,0.001,1,50,7,0.3564,0.701754,4489.34
179,ARQ,0.001,1,50,1,0.2694,0.784314,5939.12
180,ARQ,0.001,1,50,4,0.2815,0.740741,5683.84
181,ARQ,0.001,1,50,2,0.2704,0.769231,5917.16
182,ARQ,0.001,1,50,3,0.2639,0.754717,6062.9
183,ARQ,0.001,1,50,2,0.2652,0.769231,6033.18
184,ARQ,0.001,1,50,2,0.2749,0.769231,5820.3
185,ARQ,0.001,1,50,5,0.2781,0.727273,5753.33
186,ARQ,0.001,1,50,3,0.2684,0.754717,5961.25
187,ARQ,0.001,1,50,1,0.2634,0.784314,6074.41
188,ARQ,0.001,1,50,0,0.2633,0.8,6076.72
189,ARQ,0.001,1,50,1,0.2621,0.784314,6104.54
190,ARQ,0.001,1,50,1,0.2603,0.784314,6146.75
191,ARQ,0.001,1,50,1,0.2616,0.784314,6116.21
192,ARQ,0.001,1,50,2,0.2758,0.769231,5801.31
193,ARQ,0.001,1,50,2,0.2716,0.769231,5891.02
194,ARQ,0.001,1,50,2,0.2767,0.769231,5782.44
195,ARQ,0.001,1,50,2,0.267,0.769231,5992.51
196,ARQ,0.001,1,50,2,0.2631,0.769231,6081.34
197,ARQ,0.001,1,50,3,0.2657,0.754717,6021.83
198,ARQ,0.001,1,50,5,0.2727,0.727273,5867.25
199,ARQ,0.001,1,50,1,0.3315,0.784314,4826.55
200,ARQ,0.001,1,50,0,0.2618,0.8,6111.54
201,ARQ,0.001,1,50,0,0.2622,0.8,6102.21
202,ARQ,0.001,1,50,2,0.2637,0.769231,6067.5
203,ARQ,0.001,1,50,2,0.2639,0.769231,6062.9
204,ARQ,0.001,1,50,2,0.2629,0.769231,6085.96
205,ARQ,0.001,1,50,1,0.2667,0.784314,5999.25
206,ARQ,0.001,1,50,3,0.262,0.754717,6106.87
207,ARQ,0.001,1,50,4,0.2647,0.740741,6044.58
208,ARQ,0.001,1,50,0,0.2571,0.8,6223.26
209,ARQ,0.001,1,50,3,0.2648,0.754717,6042.3
210,ARQ,0.001,1,50,1,0.2632,0.784314,6079.03
211,ARQ,0.001,1,50,4,0.2679,0.740741,5972.38
212,ARQ,0.001,1,50,1,0.2667,0.784314,5999.25
213,ARQ,0.001,1,50,2,0.2633,0.769231,6076.72
214,ARQ,0.001,1,50,2,0.2613,0.769231,6123.23
215,ARQ,0.001,1,50,2,0.2649,0.769231,6040.02
216,ARQ,0.001,1,50,0,0.2575,0.8,6213.59
217,ARQ,0.001,1,50,3,0.2637,0.754717,6067.5
218,ARQ,0.001,1,50,0,0.2581,0.8,6199.15
219,ARQ,0.001,1,50,2,0.2668,0.769231,5997
220,ARQ,0.001,1,50,3,0.2644,0.754717,6051.44
221,ARQ,0.001,1,50,1,0.2584,0.784314,6191.95
222,ARQ,0.001,1,50,1,0.3161,0.784314,5061.69
223,ARQ,0.001,1,50,4,0.2681,0.740741,5967.92
224,ARQ,0.001,1,50,0,0.2621,0.8,6104.54
225,ARQ,0.001,1,50,3,0.2876,0.754717,5563.28
226,ARQ,0.001,1,50,3,0.4373,0.754717,3658.82
227,ARQ,0.001,1,50,4,0.3485,0.740741,4591.1
228,ARQ,0.001,1,50,1,0.2753,0.784314,5811.84
229,ARQ,0.001,1,50,2,0.2735,0.769231,5850.09
230,ARQ,0.001,1,50,5,0.2767,0.727273,5782.44
231,ARQ,0.001,1,50,4,0.2664,0.740741,6006.01
232,ARQ,0.001,1,50,3,0.2673,0.754717,5985.78
233,ARQ,0.001,1,50,4,0.2663,0.740741,6008.26
234,ARQ,0.001,1,50,1,0.2621,0.784314,6104.54
235,ARQ,0.001,1,50,5,0.2746,0.727273,5826.66
236,ARQ,0.001,1,50,2,0.2655,0.769231,6026.37
237,ARQ,0.001,1,50,3,0.2663,0.754717,6008.26
238,ARQ,0.001,1,50,0,0.2658,0.8,6019.56
239,ARQ,0.001,1,50,0,0.2574,0.8,6216.01
240,ARQ,0.001,1,50,2,0.2688,0.769231,5952.38
241,ARQ,0.001,1,50,0,0.2577,0.8,6208.77
242,ARQ,0.001,1,50,4,0.2673,0.740741,5985.78
243,ARQ,0.001,1,50,2,0.2642,0.769231,6056.02
244,ARQ,0.001,1,50,1,0.2644,0.784314,6051.44
245,ARQ,0.001,1,50,5,0.2758,0.727273,5801.31
246,ARQ,0.001,1,50,1,0.2742,0.784314,5835.16
247,ARQ,0.001,1,50,6,0.3196,0.714286,5006.26
248,ARQ,0.001,1,50,1,0.336,0.784314,4761.9
249,ARQ,0.001,1,50,1,0.2742,0.784314,5835.16
250,ARQ,0.001,1,50,6,0.2778,0.714286,5759.54
251,ARQ,0.001,1,50,0,0.2636,0.8,6069.8
252,ARQ,0.001,1,50,0,0.2736,0.8,5847.95
253,ARQ,0.001,1,50,0,0.3026,0.8,5287.51
254,ARQ,0.001,1,50,2,0.2685,0.769231,5959.03
255,ARQ,0.001,1,50,2,0.2637,0.769231,6067.5
256,ARQ,0.001,1,50,4,0.2704,0.740741,5917.16
257,ARQ,0.001,1,50,3,0.2639,0.754717,6062.9
258,ARQ,0.001,1,50,3,0.2661,0.754717,6012.78
259,ARQ,0.001,1,50,1,0.2622,0.784314,6102.21
260,ARQ,0.001,1,50,1,0.2593,0.784314,6170.46
261,ARQ,0.001,1,50,2,0.2692,0.769231,5943.54
262,ARQ,0.001,1,50,1,0.2668,0.784314,5997
263,ARQ,0.001,1,50,1,0.2604,0.784314,6144.39
264,ARQ,0.001,1,50,0,0.2601,0.8,6151.48
265,ARQ,0.001,1,50,1,0.2607,0.784314,6137.32
266,ARQ,0.001,1,50,3,0.2667,0.754717,5999.25
267,ARQ,0.001,1,50,1,0.2616,0.784314,6116.21
268,ARQ,0.001,1,50,0,0.2583,0.8,6194.35
269,ARQ,0.001,1,50,2,0.2648,0.769231,6042.3
270,ARQ,0.001,1,50,3,0.2684,0.754717,5961.25
271,ARQ,0.001,1,50,1,0.2608,0.784314,6134.97
272,ARQ,0.001,1,50,3,0.2673,0.754717,5985.78
273,ARQ,0.001,1,50,1,0.2612,0.784314,6125.57
274,ARQ,0.001,1,50,5,0.273,0.727273,5860.81
275,ARQ,0.001,1,50,2,0.2706,0.769231,5912.79
276,ARQ,0.001,1,50,2,0.2754,0.769231,5809.73
277,ARQ,0.001,1,50,4,0.3169,0.740741,5048.91
278,ARQ,0.001,1,50,4,0.4249,0.740741,3765.59
279,ARQ,0.001,1,50,1,0.3237,0.784314,4942.85
280,ARQ,0.001,1,50,4,0.2769,0.740741,5778.26
281,ARQ,0.001,1,50,1,0.2713,0.784314,5897.53
282,ARQ,0.001,1,50,1,0.2681,0.784314,5967.92
283,ARQ,0.001,1,50,0,0.2608,0.8,6134.97
284,ARQ,0.001,1,50,0,0.2584,0.8,6191.95
285,ARQ,0.001,1,50,4,0.2711,0.740741,5901.88
286,ARQ,0.001,1,50,3,0.2652,0.754717,6033.18
287,ARQ,0.001,1,50,4,0.2684,0.740741,5961.25
288,ARQ,0.001,1,50,0,0.2614,0.8,6120.89
289,ARQ,0.001,1,50,3,0.2633,0.754717,6076.72
290,ARQ,0.001,1,50,0,0.2662,0.8,6010.52
291,ARQ,0.001,1,50,2,0.2737,0.769231,5845.82
292,ARQ,0.001,1,50,1,0.2603,0.784314,6146.75
293,ARQ,0.001,1,50,0,0.2654,0.8,6028.64
294,ARQ,0.001,1,50,1,0.2668,0.784314,5997
295,ARQ,0.001,1,50,5,0.2761,0.727273,5795
296,ARQ,0.001,1,50,1,0.2615,0.784314,6118.55
297,ARQ,0.001,1,50,1,0.2618,0.784314,6111.54
298,ARQ,0.001,1,50,2,0.2637,0.769231,6067.5
299,ARQ,0.001,1,50,2,0.2647,0.769231,6044.58
300,ARQ,0.001,1,50,2,0.2616,0.769231,6116.21
301,ARQ,0.001,1,50,0,0.2596,0.8,6163.33
302,ARQ,0.001,1,50,3,0.2651,0.754717,6035.46
303,ARQ,0.001,1,50,2,0.2687,0.769231,5954.6
304,ARQ,0.001,1,50,3,0.2665,0.754717,6003.75
305,ARQ,0.001,1,50,3,0.2654,0.754717,6028.64
306,ARQ,0.001,1,50,3,0.2768,0.754717,5780.35
307,ARQ,0.001,1,50,1,0.415,0.784314,3855.42
308,ARQ,0.001,1,50,4,0.2704,0.740741,5917.16
309,ARQ,0.001,1,50,2,0.2647,0.769231,6044.58
310,ARQ,0.001,1,50,4,0.2675,0.740741,5981.31
311,ARQ,0.001,1,50,0,0.2572,0.8,6220.84
312,ARQ,0.001,1,50,1,0.2609,0.784314,6132.62
313,ARQ,0.001,1,50,2,0.2614,0.769231,6120.89
314,ARQ,0.001,1,50,2,0.2611,0.769231,6127.92
315,ARQ,0.001,1,50,3,0.2791,0.754717,5732.71
316,ARQ,0.001,1,50,2,0.2616,0.769231,6116.21
317,ARQ,0.001,1,50,1,0.2606,0.784314,6139.68
318,ARQ,0.001,1,50,6,0.2888,0.714286,5540.17
319,ARQ,0.001,1,50,2,0.2627,0.769231,6090.6
320,ARQ,0.001,1,50,1,0.2608,0.784314,6134.97
321,ARQ,0.001,1,50,4,0.2675,0.740741,5981.31
322,ARQ,0.001,1,50,3,0.2681,0.754717,5967.92
323,ARQ,0.001,1,50,2,0.2636,0.769231,6069.8
324,ARQ,0.001,1,50,2,0.2643,0.769231,6053.73
325,ARQ,0.001,1,50,2,0.2619,0.769231,6109.2
326,ARQ,0.001,1,50,2,0.2653,0.769231,6030.91
327,ARQ,0.001,1,50,2,0.2616,0.769231,6116.21
328,ARQ,0.001,1,50,3,0.2651,0.754717,6035.46
329,ARQ,0.001,1,50,2,0.2674,0.769231,5983.55
330,ARQ,0.001,1,50,1,0.2626,0.784314,6092.92
331,ARQ,0.001,1,50,3,0.2647,0.754717,6044.58
332,ARQ,0.001,1,50,4,0.2663,0.740741,6008.26
333,ARQ,0.001,1,50,2,0.2645,0.769231,6049.15
334,ARQ,0.001,1,50,4,0.3533,0.740741,4528.73
335,ARQ,0.001,1,50,1,0.2577,0.784314,6208.77
336,ARQ,0.001,1,50,3,0.2618,0.754717,6111.54
337,ARQ,0.001,1,50,3,0.2681,0.754717,5967.92
338,ARQ,0.001,1,50,0,0.2573,0.8,6218.42
339,ARQ,0.001,1,50,2,0.2614,0.769231,6120.89
340,ARQ,0.001,1,50,1,0.2601,0.784314,6151.48
341,ARQ,0.001,1,50,2,0.2644,0.769231,6051.44
342,ARQ,0.001,1,50,2,0.2646,0.769231,6046.86
343,ARQ,0.001,1,50,4,0.2848,0.740741,5617.98
344,ARQ,0.001,1,50,4,0.2664,0.740741,6006.01
345,ARQ,0.001,1,50,3,0.2687,0.754717,5954.6
346,ARQ,0.001,1,50,0,0.2575,0.8,6213.59
347,ARQ,0.001,1,50,2,0.2639,0.769231,6062.9
348,ARQ,0.001,1,50,3,0.2654,0.754717,6028.64
349,ARQ,0.001,1,50,0,0.265,0.8,6037.74
350,ARQ,0.001,1,50,2,0.2656,0.769231,6024.1
351,ARQ,0.001,1,50,2,0.3057,0.769231,5233.89
352,ARQ,0.001,1,50,2,0.262,0.769231,6106.87
353,ARQ,0.001,1,50,2,0.2662,0.769231,6010.52
354,ARQ,0.001,1,50,1,0.2606,0.784314,6139.68
355,ARQ,0.001,1,50,2,0.2624,0.769231,6097.56
356,ARQ,0.001,1,50,2,0.2657,0.769231,6021.83
357,ARQ,0.001,1,50,0,0.2665,0.8,6003.75
358,ARQ,0.001,1,50,2,0.2636,0.769231,6069.8
359,ARQ,0.001,1,50,2,0.2613,0.769231,6123.23
360,ARQ,0.001,1,50,1,0.2598,0.784314,6158.58
361,ARQ,0.001,1,50,1,0.2684,0.784314,5961.25
362,ARQ,0.001,1,50,0,0.352,0.8,4545.45
363,ARQ,0.001,1,50,2,0.309,0.769231,5177.99
364,ARQ,0.001,1,50,6,0.4082,0.714286,3919.65
365,ARQ,0.001,1,50,3,0.2771,0.754717,5774.09
366,ARQ,0.001,1,50,2,0.2666,0.769231,6001.5
367,ARQ,0.001,1,50,1,0.2644,0.784314,6051.44
368,ARQ,0.001,1,50,1,0.2614,0.784314,6120.89
369,ARQ,0.001,1,50,1,0.2631,0.784314,6081.34
370,ARQ,0.001,1,50,3,0.2655,0.754717,6026.37
371,ARQ,0.001,1,50,2,0.2624,0.769231,6097.56
372,ARQ,0.001,1,50,3,0.278,0.754717,5755.4
373,ARQ,0.001,1,50,3,0.264,0.754717,6060.61
374,ARQ,0.001,1,50,2,0.2617,0.769231,6113.87
375,ARQ,0.001,1,50,4,0.2657,0.740741,6021.83
376,ARQ,0.001,1,50,3,0.2681,0.754717,5967.92
377,ARQ,0.001,1,50,0,0.2633,0.8,6076.72
378,ARQ,0.001,1,50,0,0.2579,0.8,6203.96
379,ARQ,0.001,1,50,4,0.2665,0.740741,6003.75
380,ARQ,0.001,1,50,2,0.2674,0.769231,5983.55
381,ARQ,0.001,1,50,5,0.2738,0.727273,5843.68
382,ARQ,0.001,1,50,2,0.2611,0.769231,6127.92
383,ARQ,0.001,1,50,6,0.2766,0.714286,5784.53
384,ARQ,0.001,1,50,1,0.2596,0.784314,6163.33
385,ARQ,0.001,1,50,1,0.2638,0.784314,6065.2
386,ARQ,0.001,1,50,1,0.2647,0.784314,6044.58
387,ARQ,0.001,1,50,1,0.2638,0.784314,6065.2
388,ARQ,0.001,1,50,3,0.269,0.754717,5947.96
389,ARQ,0.001,1,50,4,0.3064,0.740741,5221.93
390,ARQ,0.001,1,50,1,0.2658,0.784314,6019.56
391,ARQ,0.001,1,50,3,0.2624,0.754717,6097.56
392,ARQ,0.001,1,50,2,0.2605,0.769231,6142.03
393,ARQ,0.001,1,50,2,0.2633,0.769231,6076.72
394,ARQ,0.001,1,50,6,0.2768,0.714286,5780.35
395,ARQ,0.001,1,50,2,0.2906,0.769231,5505.85
396,ARQ,0.001,1,50,2,0.3182,0.769231,5028.28
397,ARQ,0.001,1,50,1,0.2744,0.784314,5830.9
398,ARQ,0.001,1,50,2,0.3062,0.769231,5225.34
399,ARQ,0.001,1,50,1,0.2735,0.784314,5850.09
400,ARQ,0.001,1,50,2,0.2796,0.769231,5722.46
401,ARQ,0.001,1,50,1,0.2652,0.784314,6033.18
402,ARQ,0.001,1,50,3,0.265,0.754717,6037.74
403,ARQ,0.001,1,50,4,0.2699,0.740741,5928.12
404,ARQ,0.001,1,50,1,0.2688,0.784314,5952.38
405,ARQ,0.001,1,50,1,0.2611,0.784314,6127.92
406,ARQ,0.001,1,50,2,0.2758,0.769231,5801.31
407,ARQ,0.001,1,50,2,0.2738,0.769231,5843.68
408,ARQ,0.001,1,50,4,0.274,0.740741,5839.42
409,ARQ,0.001,1,50,1,0.2702,0.784314,5921.54
410,ARQ,0.001,1,50,3,0.266,0.754717,6015.04
411,ARQ,0.001,1,50,4,0.266,0.740741,6015.04
412,ARQ,0.001,1,50,4,0.2677,0.740741,5976.84
413,ARQ,0.001,1,50,4,0.269,0.740741,5947.96
414,ARQ,0.001,1,50,0,0.2599,0.8,6156.21
415,ARQ,0.001,1,50,2,0.2649,0.769231,6040.02
416,ARQ,0.001,1,50,4,0.2688,0.740741,5952.38
417,ARQ,0.001,1,50,2,0.2617,0.769231,6113.87
418,ARQ,0.001,1,50,1,0.3049,0.784314,5247.62
419,ARQ,0.001,1,50,3,0.2786,0.754717,5743
420,ARQ,0.001,1,50,3,0.2716,0.754717,5891.02
421,ARQ,0.001,1,50,2,0.2761,0.769231,5795
422,ARQ,0.001,1,50,2,0.265,0.769231,6037.74
423,ARQ,0.001,1,50,4,0.2716,0.740741,5891.02
424,ARQ,0.001,1,50,1,0.2625,0.784314,6095.24
425,ARQ,0.001,1,50,4,0.3161,0.740741,5061.69
426,ARQ,0.001,1,50,3,0.2708,0.754717,5908.42
427,ARQ,0.001,1,50,1,0.2759,0.784314,5799.2
428,ARQ,0.001,1,50,5,0.3553,0.727273,4503.24
429,ARQ,0.001,1,50,3,0.2713,0.754717,5897.53
430,ARQ,0.001,1,50,1,0.3128,0.784314,5115.09
431,ARQ,0.001,1,50,2,0.2773,0.769231,5769.92
432,ARQ,0.001,1,50,2,0.2698,0.769231,5930.32
433,ARQ,0.001,1,50,2,0.2669,0.769231,5994.75
434,ARQ,0.001,1,50,1,0.2602,0.784314,6149.12
435,ARQ,0.001,1,50,4,0.2672,0.740741,5988.02
436,ARQ,0.001,1,50,0,0.2629,0.8,6085.96
437,ARQ,0.001,1,50,1,0.3347,0.784314,4780.4
438,ARQ,0.001,1,50,2,0.2665,0.769231,6003.75
439,ARQ,0.001,1,50,1,0.2994,0.784314,5344.02
440,ARQ,0.001,1,50,2,0.2632,0.769231,6079.03
